chr	pos	str	motifID
19	30767036	-	MA0102
19	30853800	-	MA0102
19	30853817	+	MA0102
19	30878314	-	MA0102
19	31225419	+	MA0102
19	31316976	-	MA0102
19	31329235	-	MA0102
19	31408960	-	MA0102
19	31427916	+	MA0102
19	31448580	+	MA0102
19	31492945	+	MA0102
19	31492945	-	MA0102
19	31492952	+	MA0102
19	31516243	+	MA0102
19	31610273	+	MA0102
19	31687984	+	MA0102
19	31770423	+	MA0102
19	31770423	-	MA0102
19	31831618	+	MA0102
19	31831618	-	MA0102
19	31880317	+	MA0102
19	31880347	-	MA0102
19	31907967	+	MA0102
19	31923964	-	MA0102
19	32019860	+	MA0102
19	32021094	+	MA0102
19	32308962	+	MA0102
19	32363311	+	MA0102
19	32363329	+	MA0102
19	32369980	+	MA0102
19	32369980	-	MA0102
19	32373933	+	MA0102
19	32386505	-	MA0102
19	32394479	+	MA0102
19	32401565	+	MA0102
19	32403983	+	MA0102
19	32419521	-	MA0102
19	32450796	+	MA0102
19	32461833	-	MA0102
19	32490204	+	MA0102
19	32624630	+	MA0102
19	32624630	-	MA0102
19	32644972	-	MA0102
19	32709463	+	MA0102
19	32722064	-	MA0102
19	32777625	-	MA0102
19	32817169	+	MA0102
19	32817169	-	MA0102
19	32817205	-	MA0102
19	32817825	-	MA0102
19	32878201	+	MA0102
19	32978691	+	MA0102
19	32978691	-	MA0102
19	33049355	-	MA0102
19	33123704	+	MA0102
19	33152334	-	MA0102
19	33227483	-	MA0102
19	33288111	+	MA0102
19	33293680	+	MA0102
19	33300347	+	MA0102
19	33323655	-	MA0102
19	33346860	+	MA0102
19	33370862	-	MA0102
19	33375414	-	MA0102
19	33390555	+	MA0102
19	33390555	-	MA0102
19	33403770	+	MA0102
19	33421551	-	MA0102
19	33592528	+	MA0102
19	33708644	-	MA0102
19	33713376	-	MA0102
19	33792208	+	MA0102
19	33816074	+	MA0102
19	33874383	-	MA0102
19	33909128	-	MA0102
19	33933098	-	MA0102
19	34154985	+	MA0102
19	34173369	-	MA0102
19	34174366	+	MA0102
19	34184116	+	MA0102
19	34184116	-	MA0102
19	34188534	-	MA0102
19	34250776	-	MA0102
19	34366950	-	MA0102
19	34526312	-	MA0102
19	34534408	-	MA0102
19	34655926	+	MA0102
19	34678085	-	MA0102
19	34733656	+	MA0102
19	34844488	-	MA0102
19	35081074	+	MA0102
19	35119731	+	MA0102
19	35119731	-	MA0102
19	35123151	+	MA0102
19	35139381	-	MA0102
19	35218582	-	MA0102
19	35261725	-	MA0102
19	35294900	+	MA0102
19	35324235	-	MA0102
19	35347847	+	MA0102
19	35373675	-	MA0102
19	35394160	+	MA0102
19	35396682	+	MA0102
19	35431064	+	MA0102
19	35452564	+	MA0102
19	35452564	-	MA0102
19	35458965	+	MA0102
19	35459493	+	MA0102
19	35468867	-	MA0102
19	35502018	+	MA0102
19	35528450	-	MA0102
19	35539951	-	MA0102
19	35672014	-	MA0102
19	35698776	+	MA0102
19	35715122	+	MA0102
19	35761100	-	MA0102
19	35810852	+	MA0102
19	35813652	-	MA0102
19	35820191	+	MA0102
19	35901441	-	MA0102
19	35930043	-	MA0102
19	36022592	-	MA0102
19	36042827	+	MA0102
19	36042827	-	MA0102
19	36120190	+	MA0102
19	36129672	+	MA0102
19	36131346	+	MA0102
19	36215111	+	MA0102
19	36215111	-	MA0102
19	36378407	-	MA0102
19	36398746	-	MA0102
19	36420507	-	MA0102
19	36512797	+	MA0102
19	36528914	-	MA0102
19	36610914	-	MA0102
19	36624356	-	MA0102
19	36999515	+	MA0102
19	37098770	-	MA0102
19	37210650	-	MA0102
19	37317935	+	MA0102
19	37346924	+	MA0102
19	37346924	-	MA0102
19	37348269	+	MA0102
19	37484659	+	MA0102
19	37545928	-	MA0102
19	37558804	+	MA0102
19	37634490	+	MA0102
19	37653594	+	MA0102
19	37655852	+	MA0102
19	37655852	-	MA0102
19	37731501	+	MA0102
19	37778788	+	MA0102
19	37908563	+	MA0102
19	37933052	-	MA0102
19	37942068	-	MA0102
19	38049292	+	MA0102
19	38060136	-	MA0102
19	38145732	-	MA0102
19	38194404	+	MA0102
19	38246030	+	MA0102
19	38277718	-	MA0102
19	38424480	-	MA0102
19	38544481	+	MA0102
19	38579546	+	MA0102
19	38579546	-	MA0102
19	38618063	-	MA0102
19	38634647	-	MA0102
19	38651329	-	MA0102
19	38679982	+	MA0102
19	38700615	-	MA0102
19	38701043	+	MA0102
19	38759253	+	MA0102
19	38759731	+	MA0102
19	38784491	-	MA0102
19	38786293	+	MA0102
19	38834877	-	MA0102
19	38858321	+	MA0102
19	38882053	-	MA0102
19	38968970	+	MA0102
19	38970736	+	MA0102
19	38975049	+	MA0102
19	38976467	+	MA0102
19	38990397	+	MA0102
19	39033429	+	MA0102
19	39033503	-	MA0102
19	39093996	-	MA0102
19	39192367	-	MA0102
19	39240617	+	MA0102
19	39259298	-	MA0102
19	39303441	-	MA0102
19	39306242	-	MA0102
19	39398464	-	MA0102
19	39443375	-	MA0102
19	39471116	+	MA0102
19	39513174	+	MA0102
19	39531708	-	MA0102
19	39552602	-	MA0102
19	39554336	+	MA0102
19	39587820	-	MA0102
19	39733597	-	MA0102
19	39754747	-	MA0102
19	39864321	-	MA0102
19	39937999	-	MA0102
19	39944287	+	MA0102
19	39946704	-	MA0102
19	39973232	+	MA0102
19	40009581	-	MA0102
19	40020322	+	MA0102
19	40020322	-	MA0102
19	40020354	+	MA0102
19	40085217	-	MA0102
19	40119652	-	MA0102
19	40141779	-	MA0102
19	40331192	-	MA0102
19	40331220	+	MA0102
19	40339345	-	MA0102
19	40409864	-	MA0102
19	40453311	+	MA0102
19	40465339	+	MA0102
19	40606450	-	MA0102
19	40720790	+	MA0102
19	40750553	-	MA0102
19	40792738	-	MA0102
19	40798177	-	MA0102
19	40823895	-	MA0102
19	40837221	-	MA0102
19	40850512	+	MA0102
19	40921775	-	MA0102
19	40982708	+	MA0102
19	41106367	+	MA0102
19	41160093	-	MA0102
19	41164038	+	MA0102
19	41167262	-	MA0102
19	41200282	-	MA0102
19	41217062	+	MA0102
19	41240740	+	MA0102
19	41242016	+	MA0102
19	41247459	+	MA0102
19	41247459	-	MA0102
19	41276405	-	MA0102
19	41376463	+	MA0102
19	41376463	-	MA0102
19	41420555	-	MA0102
19	41480158	+	MA0102
19	41583857	+	MA0102
19	41612667	-	MA0102
19	41621936	+	MA0102
19	41637654	-	MA0102
19	41639209	+	MA0102
19	41646713	+	MA0102
19	41681917	+	MA0102
19	41745028	+	MA0102
19	41783615	+	MA0102
19	41784824	+	MA0102
19	41797077	+	MA0102
19	41839006	+	MA0102
19	41898815	-	MA0102
19	41948728	-	MA0102
19	41948740	+	MA0102
19	42008322	+	MA0102
19	42010495	-	MA0102
19	42033611	+	MA0102
19	42083779	+	MA0102
19	42113757	-	MA0102
19	42159150	-	MA0102
19	42345361	-	MA0102
19	42423635	+	MA0102
19	42434489	-	MA0102
19	42436216	-	MA0102
19	42450451	-	MA0102
19	42481647	-	MA0102
19	42481694	+	MA0102
19	42489178	-	MA0102
19	42507238	+	MA0102
19	42529428	-	MA0102
19	42566958	+	MA0102
19	43422853	+	MA0102
19	43469176	-	MA0102
19	43487763	+	MA0102
19	43487763	-	MA0102
19	43609306	-	MA0102
19	43619939	+	MA0102
19	43633741	-	MA0102
19	43666384	-	MA0102
19	43681933	-	MA0102
19	43688474	+	MA0102
19	43688474	-	MA0102
19	43693144	-	MA0102
19	43696528	+	MA0102
19	43716006	+	MA0102
19	43869000	-	MA0102
19	43880664	+	MA0102
19	43880664	-	MA0102
19	43896100	-	MA0102
19	43937272	-	MA0102
19	44003664	+	MA0102
19	44006153	+	MA0102
19	44036257	-	MA0102
19	44140852	-	MA0102
19	44254709	+	MA0102
19	44254709	-	MA0102
19	44441392	+	MA0102
19	44500383	-	MA0102
19	44504376	+	MA0102
19	44513039	+	MA0102
19	44524479	-	MA0102
19	44527824	+	MA0102
19	44567201	+	MA0102
19	44567232	-	MA0102
19	44571051	-	MA0102
19	44592437	+	MA0102
19	44616028	-	MA0102
19	44617339	+	MA0102
19	44620885	-	MA0102
19	44621583	+	MA0102
19	44626944	-	MA0102
19	44636278	-	MA0102
19	44636611	-	MA0102
19	44646836	-	MA0102
19	44682206	+	MA0102
19	44691740	-	MA0102
19	44713181	+	MA0102
19	44765833	-	MA0102
19	44784467	-	MA0102
19	44823216	-	MA0102
19	44828752	-	MA0102
19	44834564	-	MA0102
19	44845789	+	MA0102
19	44869156	-	MA0102
19	44869904	+	MA0102
19	44893469	-	MA0102
19	44893484	+	MA0102
19	44898431	+	MA0102
19	44905773	+	MA0102
19	44920139	+	MA0102
19	44934033	+	MA0102
19	44934033	-	MA0102
19	44935230	-	MA0102
19	44947108	+	MA0102
19	44947108	-	MA0102
19	44970267	-	MA0102
19	45095701	-	MA0102
19	45209022	+	MA0102
19	45270458	-	MA0102
19	45272926	-	MA0102
19	45272962	-	MA0102
19	45313982	+	MA0102
19	45348488	+	MA0102
19	45348488	-	MA0102
19	45376438	+	MA0102
19	45385911	-	MA0102
19	45386474	-	MA0102
19	45386487	-	MA0102
19	45419049	+	MA0102
19	45476235	+	MA0102
19	45504096	+	MA0102
19	45504096	-	MA0102
19	45518588	+	MA0102
19	45535432	-	MA0102
19	45542373	-	MA0102
19	45543985	-	MA0102
19	45552268	+	MA0102
19	45552268	-	MA0102
19	45656286	-	MA0102
19	45720957	+	MA0102
19	45737240	-	MA0102
19	45758351	+	MA0102
19	45767603	+	MA0102
19	45799422	-	MA0102
19	45809828	+	MA0102
19	45810499	-	MA0102
19	45901727	+	MA0102
19	45901727	-	MA0102
19	45906562	-	MA0102
19	45990477	-	MA0102
19	45994563	-	MA0102
19	46023360	+	MA0102
19	46044132	-	MA0102
19	46142495	+	MA0102
19	46142495	-	MA0102
19	46193266	-	MA0102
19	46209908	-	MA0102
19	46225599	+	MA0102
19	46225599	-	MA0102
19	46225609	-	MA0102
19	46257073	+	MA0102
19	46257083	-	MA0102
19	46313622	+	MA0102
19	46313622	-	MA0102
19	46314480	-	MA0102
19	46314508	+	MA0102
19	46314508	-	MA0102
19	46314525	+	MA0102
19	46346466	-	MA0102
19	46500816	+	MA0102
19	46546656	+	MA0102
19	46546656	-	MA0102
19	46551288	-	MA0102
19	46555761	+	MA0102
19	46586501	-	MA0102
19	46606746	-	MA0102
19	46647542	+	MA0102
19	46697817	+	MA0102
19	46719867	-	MA0102
19	46733842	-	MA0102
19	46734170	+	MA0102
19	46760008	+	MA0102
19	46761651	+	MA0102
19	46781141	+	MA0102
19	46801038	+	MA0102
19	46802333	-	MA0102
19	46822628	+	MA0102
19	46853059	+	MA0102
19	46915586	-	MA0102
19	46943238	+	MA0102
19	46945392	-	MA0102
19	46954620	-	MA0102
19	46991992	+	MA0102
19	47036432	+	MA0102
19	47036445	+	MA0102
19	47038783	+	MA0102
19	47038783	-	MA0102
19	47110617	+	MA0102
19	47132583	+	MA0102
19	47132583	-	MA0102
19	47151851	-	MA0102
19	47213095	+	MA0102
19	47253229	+	MA0102
19	47253229	-	MA0102
19	47253643	+	MA0102
19	47256050	+	MA0102
19	47314211	-	MA0102
19	47358230	-	MA0102
19	47389227	+	MA0102
19	47389252	+	MA0102
19	47406431	+	MA0102
19	47451369	+	MA0102
19	47600904	-	MA0102
19	47637615	-	MA0102
19	47642043	-	MA0102
19	47642053	-	MA0102
19	47663947	+	MA0102
19	47711879	-	MA0102
19	47728962	+	MA0102
19	47728979	+	MA0102
19	47758201	+	MA0102
19	47774001	-	MA0102
19	47873082	+	MA0102
19	47884539	-	MA0102
19	47886461	-	MA0102
19	47895448	+	MA0102
19	47983033	+	MA0102
19	48103259	-	MA0102
19	48121096	-	MA0102
19	48154200	+	MA0102
19	48360847	-	MA0102
19	48407521	+	MA0102
19	48439387	-	MA0102
19	48513167	+	MA0102
19	48553870	-	MA0102
19	48620021	-	MA0102
19	48637323	+	MA0102
19	48637726	+	MA0102
19	48681224	+	MA0102
19	48718801	+	MA0102
19	48718868	+	MA0102
19	48769198	+	MA0102
19	48769487	+	MA0102
19	48769527	+	MA0102
19	48826708	+	MA0102
19	48882142	-	MA0102
19	48944632	+	MA0102
19	48945611	+	MA0102
19	48950397	+	MA0102
19	48961212	+	MA0102
19	48965109	+	MA0102
19	48979410	+	MA0102
19	48979410	-	MA0102
19	48993639	-	MA0102
19	49068373	-	MA0102
19	49111366	+	MA0102
19	49149987	-	MA0102
19	49165128	-	MA0102
19	49207609	-	MA0102
19	49229697	-	MA0102
19	49261772	+	MA0102
19	49261782	-	MA0102
19	49317916	+	MA0102
19	49317924	+	MA0102
19	49331888	+	MA0102
19	49354460	-	MA0102
19	49362053	+	MA0102
19	49415298	+	MA0102
19	49445172	+	MA0102
19	49506768	-	MA0102
19	49507576	+	MA0102
19	49591203	-	MA0102
19	49678460	-	MA0102
19	49731854	+	MA0102
19	49731854	-	MA0102
19	49741418	-	MA0102
19	49760281	+	MA0102
19	49771361	+	MA0102
19	49774626	+	MA0102
19	49807927	-	MA0102
19	49810635	+	MA0102
19	49810635	-	MA0102
19	49967355	+	MA0102
19	49967355	-	MA0102
19	49968506	-	MA0102
19	50001177	-	MA0102
19	50004866	+	MA0102
19	50030464	-	MA0102
19	50047826	-	MA0102
19	50181323	+	MA0102
19	50181323	-	MA0102
19	50185825	+	MA0102
19	50206353	+	MA0102
19	50234604	+	MA0102
19	50276305	+	MA0102
19	50276305	-	MA0102
19	50347236	+	MA0102
19	50375160	+	MA0102
19	50375160	-	MA0102
19	50386561	-	MA0102
19	50387315	-	MA0102
19	50387762	+	MA0102
19	50418802	-	MA0102
19	50526516	+	MA0102
19	50526516	-	MA0102
19	50705798	+	MA0102
19	50780942	-	MA0102
19	50783742	-	MA0102
19	50797624	+	MA0102
19	50797624	-	MA0102
19	50971303	+	MA0102
19	51114560	+	MA0102
19	51114605	+	MA0102
19	51137470	+	MA0102
19	51138772	-	MA0102
19	51158617	+	MA0102
19	51247417	+	MA0102
19	51348633	-	MA0102
19	51356325	+	MA0102
19	51407389	-	MA0102
19	51431284	-	MA0102
19	51431342	+	MA0102
19	51439115	-	MA0102
19	51466906	+	MA0102
19	51475262	-	MA0102
19	51493905	+	MA0102
19	51507906	+	MA0102
19	51559441	+	MA0102
19	51561943	+	MA0102
19	51595998	+	MA0102
19	51595998	-	MA0102
19	51680665	-	MA0102
19	51764545	-	MA0102
19	51764803	+	MA0102
19	51822564	+	MA0102
19	51888027	-	MA0102
19	51938230	+	MA0102
19	52067894	-	MA0102
19	52100524	+	MA0102
19	52112468	-	MA0102
19	52119472	-	MA0102
19	52198190	+	MA0102
19	52260814	+	MA0102
19	52294835	+	MA0102
19	52294861	-	MA0102
19	52397805	-	MA0102
19	52520275	+	MA0102
19	52658521	+	MA0102
19	52673165	+	MA0102
19	52689128	+	MA0102
19	52748735	-	MA0102
19	52923156	+	MA0102
19	52923944	+	MA0102
19	52924008	-	MA0102
19	52935540	-	MA0102
19	52936398	+	MA0102
19	53072414	+	MA0102
19	53130747	+	MA0102
19	53136617	+	MA0102
19	53173081	+	MA0102
19	53217614	+	MA0102
19	53217614	-	MA0102
19	53460967	+	MA0102
19	53460967	-	MA0102
19	53525595	+	MA0102
19	53586413	+	MA0102
19	53622539	-	MA0102
19	53635033	-	MA0102
19	53812864	-	MA0102
19	53854072	-	MA0102
19	53946193	+	MA0102
19	53946193	-	MA0102
19	54022172	-	MA0102
19	54047783	+	MA0102
19	54077573	-	MA0102
19	54135543	+	MA0102
19	54135543	-	MA0102
19	54167220	+	MA0102
19	54173420	-	MA0102
19	54208332	-	MA0102
19	54253099	-	MA0102
19	54269117	-	MA0102
19	54269147	-	MA0102
19	54302461	-	MA0102
19	54344033	+	MA0102
19	54353117	-	MA0102
19	54362483	-	MA0102
19	54365405	-	MA0102
19	54373930	+	MA0102
19	54390407	+	MA0102
19	54390407	-	MA0102
19	54418239	-	MA0102
19	54490139	-	MA0102
19	54653029	-	MA0102
19	54660410	+	MA0102
19	54678357	-	MA0102
19	54691771	+	MA0102
19	54691771	-	MA0102
19	54795924	+	MA0102
19	54875500	+	MA0102
19	54952739	-	MA0102
19	54958885	-	MA0102
19	55034268	+	MA0102
19	55064993	+	MA0102
19	55065029	+	MA0102
19	55065029	-	MA0102
19	55193717	-	MA0102
19	55220066	+	MA0102
19	55256707	-	MA0102
19	55264688	-	MA0102
19	55264716	-	MA0102
19	55272414	+	MA0102
19	55272414	-	MA0102
19	55326832	+	MA0102
19	55331905	-	MA0102
19	55393475	+	MA0102
19	55394320	+	MA0102
19	55446198	+	MA0102
19	55447745	-	MA0102
19	55452307	+	MA0102
19	55462053	+	MA0102
19	55535835	-	MA0102
19	55584091	+	MA0102
19	55621426	+	MA0102
19	55723998	+	MA0102
19	55902850	+	MA0102
19	56016525	-	MA0102
19	56071404	-	MA0102
19	56073914	-	MA0102
19	56138191	-	MA0102
19	56221570	-	MA0102
19	56262811	-	MA0102
19	56263716	-	MA0102
19	56270794	-	MA0102
19	56309383	+	MA0102
19	56315268	+	MA0102
19	56333729	+	MA0102
19	56333737	+	MA0102
19	56339246	-	MA0102
19	56339280	-	MA0102
19	56339858	-	MA0102
19	56355686	-	MA0102
19	56356393	-	MA0102
19	56523041	-	MA0102
19	56752193	-	MA0102
19	56783779	-	MA0102
19	56831758	+	MA0102
19	56838241	+	MA0102
19	56880195	+	MA0102
19	56900735	+	MA0102
19	56902928	+	MA0102
19	56910086	+	MA0102
19	56927472	-	MA0102
19	56927492	-	MA0102
19	56931390	+	MA0102
19	56934905	-	MA0102
19	57007964	-	MA0102
19	57037737	+	MA0102
19	57037737	-	MA0102
19	57069492	-	MA0102
19	57097168	-	MA0102
19	57117211	-	MA0102
19	57117218	+	MA0102
19	57117245	+	MA0102
19	57162220	+	MA0102
19	57175196	-	MA0102
19	57233322	-	MA0102
19	57242639	-	MA0102
19	57265773	-	MA0102
19	57270716	+	MA0102
19	57310936	-	MA0102
19	57343178	+	MA0102
19	57404551	-	MA0102
19	57406837	-	MA0102
19	57452529	+	MA0102
19	57452529	-	MA0102
19	57487649	+	MA0102
19	57515400	+	MA0102
19	57515400	-	MA0102
19	57633738	+	MA0102
19	57633738	-	MA0102
19	57635328	-	MA0102
19	57739916	+	MA0102
19	57810641	+	MA0102
19	57812629	+	MA0102
19	57914756	+	MA0102
19	58001808	+	MA0102
19	58002128	+	MA0102
19	58055783	+	MA0102
19	58119091	+	MA0102
19	58119106	+	MA0102
19	58150219	-	MA0102
19	58212532	+	MA0102
19	58212532	-	MA0102
19	58304553	+	MA0102
19	58355080	-	MA0102
19	58355120	+	MA0102
19	58374446	+	MA0102
19	58429950	-	MA0102
19	344920	-	MA0103
19	357467	-	MA0103
19	357489	-	MA0103
19	357501	-	MA0103
19	357507	-	MA0103
19	357525	-	MA0103
19	357537	-	MA0103
19	397577	+	MA0103
19	408815	+	MA0103
19	511463	-	MA0103
19	511505	+	MA0103
19	535284	+	MA0103
19	535605	+	MA0103
19	582749	-	MA0103
19	633324	-	MA0103
19	640031	+	MA0103
19	646283	+	MA0103
19	660182	-	MA0103
19	660205	+	MA0103
19	662376	+	MA0103
19	675088	+	MA0103
19	675859	-	MA0103
19	677791	-	MA0103
19	677829	+	MA0103
19	680407	+	MA0103
19	681478	+	MA0103
19	681497	+	MA0103
19	681511	+	MA0103
19	689085	-	MA0103
19	689096	-	MA0103
19	689135	-	MA0103
19	722911	-	MA0103
19	722919	+	MA0103
19	734178	-	MA0103
19	743329	+	MA0103
19	770487	+	MA0103
19	840671	+	MA0103
19	863020	-	MA0103
19	889932	-	MA0103
19	890137	+	MA0103
19	891609	+	MA0103
19	893086	+	MA0103
19	917771	+	MA0103
19	918668	-	MA0103
19	920028	+	MA0103
19	920059	+	MA0103
19	921874	-	MA0103
19	924046	+	MA0103
19	924056	-	MA0103
19	924083	-	MA0103
19	924097	-	MA0103
19	934592	+	MA0103
19	949305	+	MA0103
19	949324	-	MA0103
19	982884	+	MA0103
19	996269	+	MA0103
19	996652	-	MA0103
19	996662	-	MA0103
19	1028284	+	MA0103
19	1030730	-	MA0103
19	1038484	-	MA0103
19	1040097	+	MA0103
19	1040994	-	MA0103
19	1045463	-	MA0103
19	1045496	-	MA0103
19	1047629	+	MA0103
19	1047654	-	MA0103
19	1047693	+	MA0103
19	1053197	+	MA0103
19	1054513	-	MA0103
19	1059108	-	MA0103
19	1064253	-	MA0103
19	1064278	-	MA0103
19	1068247	-	MA0103
19	1074724	-	MA0103
19	1079723	+	MA0103
19	1079732	+	MA0103
19	1084276	-	MA0103
19	1084619	-	MA0103
19	1086533	+	MA0103
19	1088480	-	MA0103
19	1089192	-	MA0103
19	1107217	+	MA0103
19	1109941	-	MA0103
19	1110735	+	MA0103
19	1110803	-	MA0103
19	1119906	+	MA0103
19	1122894	+	MA0103
19	1124799	-	MA0103
19	1159093	+	MA0103
19	1171820	-	MA0103
19	1171883	+	MA0103
19	1171891	+	MA0103
19	1174232	+	MA0103
19	1174315	+	MA0103
19	1180503	-	MA0103
19	1180516	-	MA0103
19	1193215	+	MA0103
19	1193235	+	MA0103
19	1193254	+	MA0103
19	1199861	-	MA0103
19	1208025	+	MA0103
19	1222754	+	MA0103
19	1223313	+	MA0103
19	1231101	+	MA0103
19	1242455	-	MA0103
19	1259638	-	MA0103
19	1262558	-	MA0103
19	1267274	-	MA0103
19	1267313	+	MA0103
19	1275657	-	MA0103
19	1276103	-	MA0103
19	1276760	+	MA0103
19	1279886	-	MA0103
19	1288963	+	MA0103
19	1288995	+	MA0103
19	1311978	-	MA0103
19	1313584	+	MA0103
19	1344940	-	MA0103
19	1363183	+	MA0103
19	1363402	+	MA0103
19	1363427	-	MA0103
19	1389265	+	MA0103
19	1415260	+	MA0103
19	1438387	-	MA0103
19	1456852	-	MA0103
19	1479163	+	MA0103
19	1489870	-	MA0103
19	1513419	+	MA0103
19	1527729	-	MA0103
19	1528772	+	MA0103
19	1528789	+	MA0103
19	1528832	-	MA0103
19	1546217	-	MA0103
19	1585034	+	MA0103
19	1611601	-	MA0103
19	1665572	-	MA0103
19	1665628	-	MA0103
19	1669354	+	MA0103
19	1848883	-	MA0103
19	1851031	-	MA0103
19	1851111	-	MA0103
19	1853501	+	MA0103
19	1857341	-	MA0103
19	1858167	+	MA0103
19	1858188	+	MA0103
19	1863041	+	MA0103
19	1863056	-	MA0103
19	1876501	+	MA0103
19	1897745	+	MA0103
19	1909576	+	MA0103
19	1909603	+	MA0103
19	1915026	-	MA0103
19	1941907	+	MA0103
19	1953819	+	MA0103
19	1990697	+	MA0103
19	1993020	+	MA0103
19	2015232	-	MA0103
19	2015297	+	MA0103
19	2042113	+	MA0103
19	2042911	-	MA0103
19	2052507	-	MA0103
19	2057868	-	MA0103
19	2087068	-	MA0103
19	2087716	+	MA0103
19	2096364	+	MA0103
19	2097229	+	MA0103
19	2150985	-	MA0103
19	2151859	-	MA0103
19	2166906	+	MA0103
19	2171454	+	MA0103
19	2179289	-	MA0103
19	2179302	-	MA0103
19	2183003	+	MA0103
19	2188062	+	MA0103
19	2197610	-	MA0103
19	2199588	-	MA0103
19	2207657	+	MA0103
19	2233398	+	MA0103
19	2233442	-	MA0103
19	2234150	+	MA0103
19	2235490	+	MA0103
19	2266626	-	MA0103
19	2273890	+	MA0103
19	2280779	+	MA0103
19	2289447	-	MA0103
19	2289487	-	MA0103
19	2290958	-	MA0103
19	2303280	-	MA0103
19	2308318	-	MA0103
19	2308341	-	MA0103
19	2313015	+	MA0103
19	2325073	-	MA0103
19	2325434	-	MA0103
19	2328679	+	MA0103
19	2336760	-	MA0103
19	2339429	-	MA0103
19	2339444	-	MA0103
19	2339459	-	MA0103
19	2339475	-	MA0103
19	2359888	+	MA0103
19	2359895	-	MA0103
19	2359906	+	MA0103
19	2417768	-	MA0103
19	2427256	+	MA0103
19	2441202	+	MA0103
19	2446484	+	MA0103
19	2453392	+	MA0103
19	2469843	-	MA0103
19	2478677	+	MA0103
19	2503830	-	MA0103
19	2503851	-	MA0103
19	2503867	+	MA0103
19	2572874	-	MA0103
19	2580115	-	MA0103
19	2596999	+	MA0103
19	2600753	-	MA0103
19	2608535	+	MA0103
19	2610840	-	MA0103
19	2611369	+	MA0103
19	2627458	+	MA0103
19	2635208	-	MA0103
19	2635218	-	MA0103
19	2635228	-	MA0103
19	2635238	-	MA0103
19	2636968	+	MA0103
19	2636986	+	MA0103
19	2637004	+	MA0103
19	2637032	+	MA0103
19	2637042	+	MA0103
19	2702646	+	MA0103
19	2718279	+	MA0103
19	2723077	+	MA0103
19	2749358	-	MA0103
19	2753217	+	MA0103
19	2783596	+	MA0103
19	2785678	-	MA0103
19	2789483	+	MA0103
19	2790668	-	MA0103
19	2804799	-	MA0103
19	2841541	+	MA0103
19	2842189	+	MA0103
19	2889132	+	MA0103
19	2900703	-	MA0103
19	2944899	-	MA0103
19	2977467	-	MA0103
19	3028669	-	MA0103
19	3028706	+	MA0103
19	3053288	-	MA0103
19	3062533	+	MA0103
19	3063243	-	MA0103
19	3065865	+	MA0103
19	3126145	-	MA0103
19	3126226	-	MA0103
19	3136938	-	MA0103
19	3145962	-	MA0103
19	3145970	+	MA0103
19	3146788	+	MA0103
19	3179015	+	MA0103
19	3204768	+	MA0103
19	3207251	-	MA0103
19	3210860	-	MA0103
19	3224905	+	MA0103
19	3276826	-	MA0103
19	3280692	+	MA0103
19	3280701	-	MA0103
19	3280950	+	MA0103
19	3280989	+	MA0103
19	3463472	+	MA0103
19	3466146	-	MA0103
19	3496513	-	MA0103
19	3496532	-	MA0103
19	3496541	+	MA0103
19	3500631	+	MA0103
19	3505847	+	MA0103
19	3506474	-	MA0103
19	3516869	-	MA0103
19	3539260	-	MA0103
19	3557206	+	MA0103
19	3573454	+	MA0103
19	3606396	+	MA0103
19	3606403	+	MA0103
19	3666017	-	MA0103
19	3692604	+	MA0103
19	3696277	+	MA0103
19	3699658	+	MA0103
19	3700297	+	MA0103
19	3721732	-	MA0103
19	3723024	+	MA0103
19	3723059	+	MA0103
19	3723070	+	MA0103
19	3762818	-	MA0103
19	3785753	+	MA0103
19	3785769	+	MA0103
19	3785816	+	MA0103
19	3801660	+	MA0103
19	3986883	+	MA0103
19	3986889	+	MA0103
19	4007374	+	MA0103
19	4060795	-	MA0103
19	4061338	-	MA0103
19	4061979	+	MA0103
19	4063085	-	MA0103
19	4063092	-	MA0103
19	4064745	-	MA0103
19	4064758	-	MA0103
19	4084246	+	MA0103
19	4144145	-	MA0103
19	4172045	+	MA0103
19	4176042	-	MA0103
19	4180264	+	MA0103
19	4180318	-	MA0103
19	4180328	-	MA0103
19	4185601	-	MA0103
19	4185617	-	MA0103
19	4198045	-	MA0103
19	4198081	+	MA0103
19	4207607	-	MA0103
19	4233561	+	MA0103
19	4233608	+	MA0103
19	4238999	+	MA0103
19	4247394	+	MA0103
19	4307983	-	MA0103
19	4308043	-	MA0103
19	4327379	+	MA0103
19	4343600	-	MA0103
19	4357950	-	MA0103
19	4400324	+	MA0103
19	4444845	-	MA0103
19	4444875	-	MA0103
19	4524942	+	MA0103
19	4524963	+	MA0103
19	4538737	-	MA0103
19	4558490	+	MA0103
19	4583477	+	MA0103
19	4669901	-	MA0103
19	4669908	-	MA0103
19	4670612	-	MA0103
19	4703846	-	MA0103
19	4742518	-	MA0103
19	4742565	+	MA0103
19	4792239	+	MA0103
19	4792310	+	MA0103
19	4811868	+	MA0103
19	4814968	+	MA0103
19	4829558	+	MA0103
19	4830247	+	MA0103
19	4830323	+	MA0103
19	4830887	+	MA0103
19	4851780	-	MA0103
19	4862773	+	MA0103
19	4864092	+	MA0103
19	4864833	+	MA0103
19	4866694	+	MA0103
19	4970890	+	MA0103
19	4971530	+	MA0103
