chr	pos	strand
13	27052190	+
13	27240109	+
13	27320878	+
13	27423763	+
13	27488108	+
13	27488450	+
13	27557140	+
1	32796632	+
13	27988466	+
13	28033872	+
1	32809859	+
13	28948398	+
13	29158946	+
13	29323663	+
13	29538883	+
13	29722605	+
13	29810539	+
13	29957391	+
13	29988560	+
13	30022948	+
13	30215833	+
13	30310416	+
13	30613925	+
1	33061977	+
1	33087393	+
1	33108386	+
13	31152264	+
13	31210427	+
13	31515617	+
13	31637249	+
13	31640704	+
13	31882433	+
13	31882605	+
13	31892035	+
13	31978984	+
13	32235630	+
13	32269776	+
13	32413267	+
13	32706394	+
13	32922419	+
13	32939869	+
13	33390356	+
13	33427103	+
13	33441850	+
1	33350239	+
13	33734419	+
13	33776097	+
13	33867110	+
13	34164837	+
13	34197015	+
13	34220803	+
13	34320917	+
13	34348885	+
13	34390663	+
13	34519174	+
1	33452150	+
13	34713621	+
13	34738961	+
13	35054451	+
13	35148895	+
1	33524880	+
13	35684253	+
13	35787766	+
13	35890189	+
13	36325334	+
13	36582296	+
13	36648616	+
13	36806875	+
13	36934413	+
13	37724174	+
13	37773977	+
13	37789694	+
13	37949993	+
13	38047488	+
13	38052324	+
13	38181983	+
13	38394905	+
13	38530211	+
13	38567467	+
13	38742090	+
13	38742150	+
13	38911603	+
13	38919176	+
13	39430884	+
13	39452533	+
13	39499629	+
13	40123138	+
13	40131010	+
13	40212304	+
13	40217701	+
13	40370536	+
13	40558913	+
13	40560611	+
13	40660954	+
13	40753071	+
13	40815250	+
13	40943034	+
13	40943041	+
13	40960823	+
13	41006634	+
13	41062700	+
13	41228451	+
13	41252388	+
13	41473131	+
13	41858205	+
13	42052411	+
13	42135097	+
13	42223732	+
13	42505245	+
13	42571554	+
13	42715165	+
13	42726794	+
13	42771471	+
13	42940078	+
1	34295668	+
13	42970481	+
13	43262702	+
13	43863342	+
13	44069832	+
13	44698934	+
13	45344066	+
13	45471540	+
13	45558782	+
13	45569556	+
1	34566179	+
13	46195366	+
13	46268072	+
13	46272513	+
13	46628989	+
13	46647740	+
13	46798703	+
13	47031518	+
13	47095346	+
13	47131669	+
13	47158151	+
13	47790303	+
13	47840306	+
13	47942093	+
13	48036010	+
13	48061501	+
13	48105414	+
13	48266680	+
13	48286068	+
13	48475975	+
13	48654505	+
13	48710914	+
13	48792426	+
13	48856553	+
13	48874460	+
13	49045689	+
13	49058517	+
13	49521713	+
13	49593321	+
13	49957889	+
13	50042763	+
1	35007067	+
13	50122988	+
13	50123041	+
13	50173365	+
1	35031719	+
13	50341577	+
1	35037706	+
13	50676394	+
1	3508012	+
13	50847903	+
1	35088142	+
13	50912082	+
13	51102652	+
13	51432743	+
13	51589991	+
13	51608235	+
13	51735271	+
1	35183331	+
13	52102367	+
13	52394261	+
13	52648255	+
13	52648267	+
13	52697983	+
1	35333250	+
13	53521874	+
13	54087336	+
13	54087552	+
13	54478194	+
13	54606522	+
13	54714662	+
13	54821684	+
13	54863881	+
13	55122470	+
13	55238013	+
13	55385728	+
13	55438079	+
13	55879312	+
13	56129739	+
13	56186568	+
13	56403646	+
13	56539550	+
13	56724865	+
13	57019828	+
13	57221666	+
13	57528458	+
13	57589022	+
13	57689698	+
13	57789430	+
13	57793482	+
13	58358944	+
13	58467187	+
13	58515502	+
13	58528986	+
13	58556523	+
13	58621059	+
13	58761417	+
13	58900875	+
13	59088363	+
13	59216279	+
13	59216617	+
13	59216784	+
13	59377677	+
13	59396887	+
1	35950467	+
13	59588271	+
1	35992778	+
13	59989490	+
13	60032553	+
13	60070232	+
13	60286765	+
13	60439719	+
13	60465046	+
13	60512137	+
13	61162464	+
13	61221107	+
13	61228986	+
13	61275881	+
13	61359972	+
13	61367401	+
13	61462249	+
13	61676099	+
13	61681789	+
13	61697169	+
13	61734508	+
13	61734770	+
13	61787406	+
1	3618282	+
13	62077140	+
13	62091568	+
13	62202770	+
13	62577281	+
13	62577365	+
13	62588965	+
13	62721070	+
1	36276162	+
13	62798471	+
13	62937789	+
13	63439264	+
13	63488272	+
13	63689180	+
13	63949898	+
1	36402642	+
13	64472122	+
13	64569847	+
13	64732413	+
1	36474687	+
13	64825866	+
13	64964529	+
13	65496837	+
13	65548776	+
13	65548932	+
13	65549186	+
13	65766444	+
13	65965840	+
13	66014515	+
13	66025580	+
13	66240648	+
13	66301261	+
13	66628755	+
13	66705655	+
13	66891877	+
13	67084854	+
13	67219681	+
13	67695320	+
13	67869128	+
13	67903463	+
13	67967159	+
13	68097902	+
13	68383246	+
13	68429956	+
13	68576384	+
13	68731471	+
13	68823791	+
13	69383390	+
13	69502010	+
13	69640782	+
13	69670756	+
13	69908344	+
13	70053498	+
13	70056955	+
13	70091058	+
13	70264393	+
13	70521032	+
13	70797042	+
13	70830797	+
13	71041870	+
13	71142399	+
13	71755828	+
1	37211675	+
1	37215803	+
1	37232152	+
13	72659214	+
13	72691352	+
13	72830559	+
13	72846939	+
13	72968670	+
13	72969088	+
13	73196512	+
13	73201904	+
1	37332365	+
13	73483802	+
13	73724480	+
13	73741999	+
13	73964686	+
13	74058483	+
13	74313866	+
13	74577265	+
13	74613201	+
13	74669507	+
13	74915289	+
1	3751106	+
13	75304926	+
13	75696947	+
13	75910785	+
13	75958206	+
13	76279874	+
13	76279887	+
13	76280052	+
13	76311912	+
13	76618912	+
13	76686855	+
13	76688301	+
13	76784704	+
13	77186954	+
13	77535783	+
13	78055199	+
13	78140562	+
13	78140605	+
13	78584656	+
13	78651679	+
13	78693219	+
13	79009313	+
13	79125900	+
13	79259506	+
13	79259752	+
13	79271593	+
13	79335118	+
13	79429200	+
13	79583969	+
13	79583974	+
13	79774281	+
13	79860990	+
13	79909180	+
13	80148812	+
13	80199085	+
13	80219323	+
13	80219330	+
13	80296974	+
13	80476137	+
13	80772335	+
13	81337166	+
13	81373728	+
13	81408771	+
13	81465285	+
13	81523080	+
13	81612458	+
13	81642563	+
13	81771010	+
1	38177683	+
13	81793769	+
13	81810182	+
1	38199686	+
13	82367704	+
1	38241389	+
13	82597944	+
13	82600413	+
13	82707559	+
13	83284211	+
1	38342381	+
13	83676601	+
13	83741872	+
13	83747477	+
13	83968479	+
1	38432779	+
13	84540454	+
13	84540626	+
13	84909238	+
13	84919614	+
13	85132768	+
13	85469844	+
13	85568479	+
13	85719843	+
13	85871570	+
13	85971811	+
13	86166432	+
13	86254121	+
13	86333857	+
13	86338922	+
13	86339856	+
13	86340086	+
13	86361570	+
13	86383404	+
13	86383697	+
13	86502050	+
13	86502165	+
1	38654034	+
13	86921807	+
13	87392957	+
13	87476500	+
13	87543041	+
13	87543258	+
13	87696248	+
13	87761350	+
13	87833322	+
13	87833549	+
13	88108003	+
13	88139832	+
13	88140413	+
13	88394171	+
13	88417458	+
13	88475686	+
13	88851227	+
13	88930196	+
13	89125937	+
13	89379760	+
13	89423371	+
1	38950740	+
13	89609663	+
13	89671013	+
13	90038679	+
13	90235172	+
13	90238115	+
13	90321199	+
13	90328358	+
13	90401838	+
13	90510398	+
13	90550568	+
13	90659069	+
13	90903269	+
13	90947648	+
13	91149412	+
13	91626243	+
13	91626601	+
13	91738349	+
13	91742606	+
13	91786769	+
13	92161666	+
13	92261279	+
13	92513972	+
13	92717031	+
13	92736005	+
13	92814308	+
13	92825227	+
13	92855908	+
13	92858409	+
13	93101136	+
13	93191043	+
13	93337861	+
13	93378204	+
13	93732305	+
13	93760005	+
13	93796896	+
13	93828412	+
13	93958918	+
13	94031697	+
13	94105811	+
1	39411651	+
1	39411775	+
13	94120724	+
13	94307270	+
1	39438159	+
13	94535821	+
1	39510248	+
13	95249510	+
13	95475355	+
13	95739314	+
13	96002192	+
1	39604976	+
13	96116756	+
13	96331404	+
13	96708137	+
1	39677669	+
13	96834839	+
1	39727987	+
13	97350602	+
13	97421625	+
13	98168523	+
13	98319534	+
13	98319705	+
13	98695012	+
13	98734904	+
13	98803306	+
13	98836852	+
13	98935924	+
13	99249375	+
13	99393130	+
13	99519882	+
13	99623726	+
13	99623834	+
13	99761337	+
13	99765001	+
1	40022722	+
1	40130173	+
1	40262579	+
1	40342081	+
1	40380198	+
1	40516082	+
1	40524695	+
1	40982658	+
14	100029514	+
1	41002080	+
14	100421889	+
14	100492725	+
14	101476085	+
14	101841352	+
14	102316010	+
14	102787894	+
14	102878043	+
14	102878064	+
14	102954662	+
14	103028448	+
14	103121522	+
14	103404744	+
14	103615622	+
14	103664445	+
14	103764133	+
14	103959585	+
14	104107041	+
14	104226440	+
14	104435133	+
14	104435148	+
14	104734751	+
14	104734972	+
14	104852500	+
14	105230422	+
14	105303189	+
14	105499559	+
14	106756940	+
14	106886413	+
14	107038564	+
14	107128445	+
14	107156007	+
1	41108444	+
1	41131777	+
1	41201714	+
1	4120194	+
1	41502717	+
1	41518791	+
1	41674074	+
1	41674217	+
1	41835542	+
14	19000721	+
14	19000910	+
14	19000969	+
14	19036724	+
14	19049999	+
14	19059923	+
14	19060350	+
14	19073424	+
14	20188242	+
14	20204970	+
14	20205280	+
14	20282009	+
14	20319968	+
1	42035692	+
14	20358280	+
14	20484309	+
14	20554239	+
14	20554489	+
14	20615841	+
14	20930483	+
14	20950436	+
14	21025067	+
14	21176127	+
14	21745429	+
14	21745533	+
14	21930314	+
14	22032352	+
14	22041659	+
14	22095358	+
14	22233124	+
14	22255368	+
14	22326234	+
14	22578799	+
14	22802992	+
14	22835318	+
14	22958790	+
14	23084237	+
14	23097270	+
1	42320079	+
1	42320219	+
14	23414123	+
14	23672687	+
14	23794509	+
1	42390310	+
14	24140061	+
14	24156724	+
14	24175346	+
14	24323532	+
14	24582560	+
14	24582655	+
14	24670205	+
14	24794427	+
1	42483988	+
14	24992910	+
14	25311384	+
14	25581764	+
14	25673397	+
1	42575873	+
14	26006660	+
14	26046850	+
14	26102353	+
14	26276168	+
14	26296271	+
14	26524442	+
14	26581534	+
14	26787464	+
14	26821972	+
14	27098472	+
14	27474727	+
14	27526151	+
14	27580467	+
14	27613557	+
14	27625605	+
14	27761686	+
14	27942058	+
14	27950329	+
14	28116812	+
14	28282203	+
14	28288673	+
14	28301233	+
1	42832812	+
14	28441169	+
14	28508111	+
14	28545328	+
14	28871489	+
14	29027844	+
14	29208664	+
14	29386388	+
14	29728049	+
14	29728170	+
14	29970599	+
14	30353444	+
14	30353447	+
14	30434164	+
14	30479892	+
14	30525243	+
14	30819433	+
14	30854671	+
14	30907247	+
14	31010234	+
14	31150675	+
14	31154065	+
14	31181270	+
14	31193463	+
14	31444303	+
14	31450369	+
14	31618832	+
14	31668537	+
1	43174819	+
14	31939857	+
14	31983325	+
14	32195991	+
14	32251051	+
14	32669225	+
14	32889625	+
14	32951111	+
14	32954356	+
14	33254196	+
14	33323319	+
14	33324209	+
14	33548530	+
14	33558245	+
14	33662620	+
1	43383333	+
14	33834210	+
1	43392450	+
14	33941993	+
14	33985398	+
14	34055449	+
14	34140040	+
1	43444592	+
14	34493346	+
14	34581878	+
14	34627947	+
14	34843460	+
14	34847646	+
14	34952477	+
14	34974855	+
14	35128032	+
14	35173564	+
14	35204110	+
14	35234944	+
14	35359651	+
14	35388119	+
14	35397383	+
14	35478555	+
14	35725586	+
14	36120154	+
14	36354139	+
14	36354315	+
14	36642793	+
14	36674762	+
14	36674849	+
14	36675085	+
14	37213832	+
14	37369789	+
14	37554638	+
14	37607177	+
14	37769615	+
14	37771477	+
14	37823228	+
14	38025733	+
14	38245452	+
14	38325525	+
14	38359633	+
14	38369687	+
14	39066210	+
14	39160760	+
14	39369527	+
14	39372405	+
14	39533219	+
14	39726619	+
14	39765468	+
14	39765847	+
14	39875107	+
14	39875169	+
14	40084059	+
14	40098436	+
14	40099442	+
14	40174923	+
14	40312957	+
14	40317394	+
14	40472872	+
14	40579678	+
14	40592436	+
1	44059303	+
1	44059872	+
1	44059948	+
14	40636981	+
14	40636987	+
14	40689232	+
14	40702676	+
14	40882893	+
1	44097654	+
14	40996869	+
14	40997300	+
14	41077265	+
14	41197490	+
14	41197931	+
14	41455960	+
14	41669665	+
14	41731563	+
14	41840265	+
14	41926830	+
1	44208917	+
14	42122864	+
14	42274786	+
14	42511252	+
14	42527269	+
14	42543544	+
14	42620342	+
14	42725235	+
14	43197213	+
14	43218891	+
14	43241817	+
14	43668859	+
14	43708020	+
14	43712735	+
14	43740629	+
14	43791757	+
14	43794443	+
14	43816616	+
14	43820554	+
14	43893768	+
14	44059144	+
14	44174148	+
14	44399373	+
14	44410064	+
14	44522308	+
14	44712090	+
14	45014097	+
14	45025555	+
14	45174332	+
14	45220220	+
14	45228734	+
1	44565533	+
14	45943614	+
14	45945957	+
14	45946189	+
14	45946384	+
14	46160517	+
1	44618908	+
14	46296383	+
14	46313647	+
14	46651945	+
14	46873151	+
14	46988582	+
14	47029630	+
1	44704783	+
14	47099590	+
14	47126014	+
14	47195308	+
14	47195724	+
14	47251269	+
14	47324594	+
1	44736488	+
14	47365488	+
14	47435965	+
14	47465831	+
14	47564084	+
14	47606412	+
14	47869904	+
14	47872344	+
14	48030391	+
14	48117872	+
1	44845282	+
14	48541479	+
14	48662296	+
14	48662734	+
14	48784745	+
1	44885584	+
14	49082964	+
14	49123540	+
14	49257630	+
14	49290792	+
14	49333935	+
1	44933815	+
14	49361109	+
14	49621397	+
14	49672281	+
14	49784865	+
14	49865556	+
14	50003260	+
14	50223686	+
14	50227839	+
14	50379450	+
14	50538995	+
14	50656050	+
1	45084711	+
14	51253745	+
14	51311482	+
14	51412021	+
14	51432087	+
14	51470856	+
14	51516554	+
14	51519930	+
14	51520359	+
14	51601708	+
14	51718993	+
1	45204434	+
14	52071868	+
14	52135899	+
14	52261159	+
14	52404470	+
14	52409305	+
14	52502586	+
14	52532216	+
14	52561829	+
14	52603008	+
14	52626811	+
14	52643760	+
14	52665827	+
14	52667762	+
14	52808150	+
14	52973239	+
14	53268460	+
1	45355216	+
14	53778116	+
14	53793786	+
14	53800180	+
14	53937833	+
14	54049078	+
1	45417630	+
14	54815741	+
14	55243914	+
14	55267489	+
14	55384329	+
1	45546920	+
14	55795862	+
14	55889017	+
14	55947391	+
14	56244202	+
14	56377899	+
14	56437918	+
14	56606676	+
14	56979734	+
1	45699511	+
14	57466343	+
14	57744442	+
1	45775853	+
14	57778464	+
14	57840543	+
1	45795701	+
14	58053689	+
14	58292592	+
14	58412153	+
14	58505230	+
14	58505346	+
14	59055128	+
14	59151253	+
14	59160887	+
14	59160902	+
14	59220436	+
14	59220504	+
14	59420315	+
14	59522163	+
14	59522412	+
14	59710031	+
1	45983595	+
14	60057801	+
14	60058962	+
1	46006475	+
14	60241334	+
14	60287085	+
14	60454163	+
14	60532397	+
14	60575493	+
14	60617378	+
14	60669250	+
1	46069049	+
14	60741392	+
14	60850676	+
14	61058042	+
14	61479393	+
14	61521445	+
14	61521882	+
1	46157507	+
14	61600647	+
1	46169034	+
14	61795127	+
1	46183808	+
1	46201468	+
14	62200541	+
14	62287893	+
14	62300750	+
14	62694932	+
14	62751118	+
14	62751174	+
14	62809583	+
14	63008530	+
14	63008798	+
1	46320357	+
14	63221681	+
14	63226294	+
14	63233511	+
14	63233742	+
1	46333205	+
14	63348476	+
14	63348702	+
14	63583031	+
14	63583480	+
14	63752725	+
14	63781614	+
14	64065094	+
14	64100316	+
14	64202138	+
14	64412378	+
14	64465774	+
1	46453454	+
14	64599473	+
14	64837791	+
14	64907551	+
14	65015039	+
14	65527431	+
14	65585652	+
14	65830049	+
14	65842530	+
14	65852714	+
14	65898441	+
14	66111246	+
14	66153406	+
14	66263159	+
14	66498421	+
14	66525023	+
14	66551586	+
14	66650732	+
1	46679039	+
14	66804797	+
14	66923419	+
14	66934457	+
14	67029858	+
14	67083010	+
14	67170332	+
14	67171947	+
1	46720314	+
14	67229938	+
14	67419043	+
14	67419610	+
14	67419790	+
14	67419884	+
14	67479068	+
14	67487973	+
14	67519588	+
14	67833561	+
1	46794806	+
14	67998004	+
14	68038946	+
14	68070716	+
14	68309965	+
14	68310015	+
14	68489150	+
14	68603306	+
14	68784283	+
14	68879022	+
14	69108284	+
1	46928093	+
14	69332829	+
14	70212696	+
14	70611036	+
14	70717517	+
14	70752161	+
14	70968754	+
14	71020018	+
14	71020090	+
14	71074168	+
14	71197800	+
14	71227554	+
1	47123684	+
14	71261695	+
14	71320978	+
14	71437834	+
14	71480276	+
14	71492785	+
14	71553990	+
14	72182556	+
14	72207102	+
14	72309540	+
14	72333499	+
14	72333620	+
14	72336928	+
1	47241511	+
14	73032681	+
14	73138135	+
14	73403487	+
14	73605342	+
14	73761585	+
14	73799449	+
14	73819778	+
14	73820310	+
14	73954004	+
14	74013639	+
14	74186537	+
14	74193769	+
14	74304801	+
14	74699259	+
14	74942151	+
1	47526927	+
14	75499574	+
14	75673160	+
1	47604286	+
14	76195802	+
14	76211351	+
14	76366352	+
1	47644789	+
14	76492918	+
14	76626449	+
14	76698341	+
14	77116236	+
14	77372696	+
14	77372761	+
14	77420011	+
14	77606597	+
14	77707274	+
14	77926806	+
14	77982344	+
14	78005250	+
14	78043520	+
14	78045145	+
14	78263355	+
14	78387685	+
14	78486225	+
14	78729953	+
14	78742485	+
14	78982701	+
14	79319635	+
14	79715515	+
14	79775315	+
14	79816012	+
1	4800446	+
1	4800556	+
14	80120899	+
14	80252237	+
14	80284153	+
14	80536681	+
14	80653037	+
14	81163601	+
14	81469206	+
14	81477196	+
14	81499862	+
14	81786782	+
14	82223463	+
14	82326320	+
14	82446171	+
14	82753882	+
14	83046024	+
14	83242237	+
1	4833918	+
14	83404782	+
14	83523137	+
14	83582752	+
14	83587176	+
14	83635920	+
14	83805615	+
14	84597736	+
14	84632726	+
14	85705370	+
14	85937929	+
14	86149579	+
14	86307537	+
14	86336840	+
14	86381592	+
14	86381744	+
14	86415480	+
1	48647978	+
14	86630695	+
14	86862651	+
14	86952514	+
14	86997387	+
14	87065316	+
14	87375560	+
14	87399082	+
14	87402124	+
1	48743908	+
1	48749383	+
14	87633696	+
14	87827126	+
14	87858397	+
14	87858408	+
14	87945294	+
14	88415476	+
1	4884791	+
1	48850048	+
1	48850056	+
14	88558976	+
14	88926837	+
14	89164628	+
14	89177723	+
1	48922145	+
14	89266598	+
14	89446887	+
14	89447101	+
14	89447270	+
1	48972528	+
14	90017794	+
14	90169066	+
14	90205145	+
14	90211839	+
14	90255160	+
14	90497183	+
14	90891104	+
14	91185187	+
14	91263647	+
14	91856021	+
14	91935050	+
14	91969356	+
14	92101086	+
14	92116013	+
14	92125068	+
14	92133657	+
14	92586992	+
14	92619413	+
14	93204034	+
14	93354474	+
1	49357685	+
14	93618443	+
14	93778326	+
14	93830932	+
14	93926393	+
14	94027880	+
1	49428742	+
14	94367442	+
14	94508909	+
1	49463257	+
14	94642967	+
14	94699968	+
14	95024613	+
14	95605297	+
14	95685492	+
14	95685495	+
14	96771338	+
14	96896669	+
14	96964756	+
14	97038791	+
14	97502126	+
14	97993872	+
14	98494385	+
1	49861986	+
14	99051262	+
14	99145109	+
14	99239624	+
14	99788553	+
14	99838249	+
14	99853350	+
1	50146048	+
1	50682728	+
1	50912655	+
15	100051012	+
15	100343320	+
15	100411985	+
15	100416654	+
15	100432267	+
15	100453262	+
15	100810989	+
15	100812809	+
15	100898979	+
15	100931133	+
15	101151690	+
15	101178165	+
15	101238579	+
15	101345004	+
15	101753511	+
15	102114933	+
15	102429070	+
1	51057920	+
1	51248412	+
1	51383734	+
1	51383911	+
1	51954094	+
15	20000694	+
15	20022236	+
15	20030464	+
15	20047393	+
15	20069064	+
15	20077672	+
15	20116703	+
15	20158908	+
15	20432178	+
15	20444451	+
15	20502916	+
15	20586693	+
15	21107412	+
15	21272589	+
1	52151965	+
15	21917774	+
15	21941246	+
15	22344108	+
15	22411741	+
15	22412531	+
15	22419151	+
15	22523145	+
15	22574170	+
15	22755312	+
15	22769054	+
15	22806480	+
15	22861179	+
15	23743354	+
15	23743720	+
15	24132336	+
15	24140424	+
15	24268923	+
15	24383881	+
15	24384267	+
15	24591234	+
15	24693341	+
15	24757793	+
15	25079887	+
15	25137651	+
15	25137736	+
15	25253952	+
15	25565746	+
15	25735661	+
15	25855256	+
15	26122849	+
15	26141240	+
15	26338620	+
15	26423414	+
15	26424405	+
15	26673803	+
1	52669191	+
15	26768595	+
15	26872520	+
15	27461964	+
15	27509392	+
15	27539854	+
15	27560312	+
15	27560316	+
15	27630366	+
15	27668318	+
15	27765787	+
15	27875825	+
15	27944210	+
15	28069749	+
15	28086907	+
15	28174968	+
15	28175601	+
15	28175790	+
15	28364556	+
15	28430093	+
1	52855159	+
15	28976835	+
15	29052075	+
15	29411757	+
15	29556364	+
15	29665927	+
15	29853209	+
15	30923994	+
15	31262646	+
15	31441732	+
15	31576705	+
15	32090098	+
15	32337751	+
15	32481491	+
15	32954692	+
15	32977209	+
15	33105041	+
15	33113303	+
15	33255755	+
15	33603323	+
15	33678880	+
15	33742070	+
15	33812927	+
1	53393860	+
15	34031588	+
15	34031841	+
15	34113099	+
15	34184943	+
15	34186746	+
15	34385643	+
15	34429226	+
15	34476507	+
15	34577916	+
15	34600509	+
15	34605444	+
15	34621609	+
15	34741756	+
15	34780972	+
15	34979305	+
15	35272127	+
15	35352459	+
15	35473622	+
15	35654073	+
15	35738604	+
15	35749570	+
15	35956189	+
15	36096292	+
15	36096316	+
15	36115362	+
15	36197926	+
15	36432960	+
15	36704055	+
15	36738701	+
15	36829142	+
15	36846922	+
15	36889692	+
15	37370819	+
15	37539395	+
15	37707823	+
15	37743013	+
15	37796900	+
15	38339248	+
15	38717995	+
15	38769437	+
15	38801297	+
15	39297563	+
15	39373181	+
15	39373317	+
15	39691598	+
15	39776567	+
15	39994629	+
15	40590269	+
15	40635972	+
15	40666765	+
15	40672858	+
15	40678443	+
15	40714783	+
15	40714967	+
15	40737409	+
15	40854187	+
15	40983562	+
15	41016878	+
15	41039878	+
15	41100326	+
15	41210547	+
15	41215513	+
15	41299991	+
15	41683193	+
15	41722209	+
15	41970094	+
1	54220482	+
15	42250901	+
15	42633298	+
15	42672011	+
15	43135318	+
1	54332210	+
15	43413863	+
15	43764226	+
15	44154571	+
15	44159807	+
15	44332898	+
15	44502009	+
15	44550443	+
15	44665526	+
15	44823524	+
15	45047983	+
15	45086701	+
15	45093323	+
15	45567581	+
15	45569918	+
15	45570178	+
15	45989675	+
15	46079609	+
15	46125997	+
15	46276622	+
15	46304802	+
15	46335558	+
15	46338650	+
15	46427097	+
15	46539448	+
15	46550909	+
15	46739846	+
15	46789769	+
15	47011564	+
15	47095238	+
15	47249450	+
15	47289867	+
15	47290174	+
15	47376100	+
15	47402263	+
15	47488387	+
15	47507123	+
15	47507306	+
1	54761393	+
15	47762605	+
15	48025101	+
15	48184871	+
15	48185260	+
15	48410150	+
15	48606434	+
15	48695483	+
15	49057652	+
15	49155271	+
15	49563849	+
15	49652329	+
1	54969842	+
15	49878300	+
15	51049285	+
15	51189406	+
15	51195379	+
15	51222275	+
15	51459072	+
1	55164478	+
15	51661368	+
15	51709438	+
15	51715443	+
15	51802082	+
15	51838739	+
15	51843850	+
15	51868717	+
15	51875096	+
15	51875328	+
15	51897706	+
15	51990998	+
15	52183914	+
15	52577916	+
15	52649013	+
15	52802611	+
15	53118504	+
15	53345067	+
1	55343277	+
1	55343390	+
15	53448014	+
15	53453619	+
15	53568146	+
15	53800441	+
15	53896665	+
15	53956102	+
15	53956368	+
15	54165940	+
15	54188214	+
15	54194251	+
15	54238944	+
15	54248777	+
15	54286392	+
15	54365550	+
15	54411001	+
15	54448983	+
15	54513011	+
15	54522301	+
15	54554720	+
15	54678513	+
15	54800374	+
15	54922522	+
15	54979515	+
15	55040825	+
15	55129586	+
15	55129703	+
15	55218283	+
15	55284733	+
15	55422835	+
15	55593671	+
15	55607498	+
15	55617695	+
15	55755872	+
15	55849890	+
15	55850530	+
15	55882968	+
15	56104878	+
15	56251172	+
15	56251317	+
15	56251651	+
15	56280643	+
15	56280733	+
15	56741520	+
15	56933202	+
1	55705910	+
15	57116928	+
15	58011804	+
15	58012048	+
15	58329025	+
15	58580776	+
15	58902199	+
15	58921468	+
15	59169385	+
15	59515574	+
15	59725446	+
15	59794476	+
15	59863453	+
15	60013132	+
15	60061408	+
15	60117708	+
15	60472280	+
15	60624730	+
15	60657250	+
15	60736311	+
15	60992779	+
1	56114949	+
15	61205318	+
15	61216531	+
15	61258378	+
15	61328910	+
1	56154796	+
15	61622380	+
15	61640649	+
15	61712664	+
15	61756168	+
15	62064901	+
15	62169641	+
15	62194551	+
15	62245721	+
15	62308133	+
15	62308245	+
15	62318273	+
15	62517549	+
15	62544832	+
15	62606054	+
1	56268639	+
15	63086031	+
15	63106655	+
15	63287079	+
15	63374589	+
15	63380294	+
1	5633987	+
15	63441740	+
15	63579558	+
15	63597854	+
15	63700404	+
15	63770034	+
1	56405163	+
1	56405387	+
15	64432502	+
15	64647442	+
15	64660966	+
15	64729018	+
15	64858703	+
15	64886008	+
15	64886547	+
1	56535818	+
15	65531729	+
15	65742377	+
15	65857449	+
15	65969986	+
15	66313322	+
15	66513952	+
15	66668144	+
15	66684605	+
15	66730479	+
15	66744571	+
15	66917273	+
15	67294854	+
15	67500498	+
15	67612707	+
15	67625581	+
15	67644899	+
1	56802023	+
15	68169955	+
15	68278344	+
1	56834921	+
15	68688023	+
1	56879057	+
15	68867921	+
15	68978376	+
15	69400547	+
15	69484727	+
15	69539354	+
1	57021510	+
15	70408630	+
15	70425756	+
15	70500491	+
15	70747308	+
15	70839568	+
15	70998876	+
1	57100953	+
15	71027466	+
15	71053143	+
15	71153751	+
15	71160211	+
15	71388519	+
15	71780863	+
15	71855047	+
15	72049873	+
15	72085476	+
15	72153971	+
15	72428793	+
15	72639544	+
15	72798706	+
15	73359796	+
1	5733841	+
15	73774017	+
15	73824384	+
15	73977464	+
15	73983315	+
15	74168563	+
15	74508946	+
15	74732974	+
15	74844668	+
15	75082032	+
15	75106720	+
15	75163665	+
15	75203060	+
15	75213762	+
15	75386686	+
15	75433970	+
15	75867326	+
1	57600200	+
15	76323322	+
15	76372644	+
15	76826012	+
15	76971661	+
15	77063226	+
15	77092493	+
1	57711299	+
15	77497614	+
15	77708673	+
15	77761588	+
15	77910869	+
15	77944936	+
15	78424623	+
15	78892131	+
15	78936663	+
15	78993751	+
15	79018384	+
15	79128418	+
15	79167161	+
15	79533168	+
15	79784429	+
15	79795879	+
15	79942203	+
15	79996951	+
15	80197639	+
15	80237946	+
15	80463686	+
15	80619528	+
15	80648149	+
15	80662569	+
1	58071862	+
15	80774324	+
15	81392591	+
15	81657398	+
15	82035663	+
15	82501484	+
1	58303528	+
15	83275584	+
1	58333625	+
15	83551471	+
15	83551553	+
15	83557685	+
15	83834562	+
15	83845692	+
15	84010886	+
15	84058399	+
15	84119368	+
15	84119628	+
15	84351455	+
15	84474895	+
15	84572707	+
15	84715865	+
15	84747359	+
15	85140978	+
1	58530381	+
15	85397466	+
15	85459466	+
15	85496712	+
1	58563842	+
15	85649408	+
1	58581611	+
1	58582070	+
1	58592058	+
15	86224957	+
15	86327349	+
15	86396908	+
15	86453645	+
15	86833816	+
15	87040595	+
15	87700653	+
15	87778340	+
15	87891396	+
15	87952787	+
15	87974898	+
15	88059094	+
15	88059478	+
1	58815122	+
15	88964428	+
1	5890941	+
15	89094826	+
15	89097742	+
15	89592140	+
15	89886056	+
15	89916720	+
15	90235314	+
15	90312938	+
15	90399191	+
15	90493957	+
15	90534950	+
15	90829679	+
15	91112786	+
15	91137840	+
15	91330454	+
15	91351001	+
15	91560613	+
15	91591970	+
15	91603805	+
15	91761256	+
15	91865881	+
15	91970537	+
1	59205311	+
15	92222365	+
15	92305769	+
15	92573049	+
15	92697364	+
15	93372756	+
1	59356306	+
15	93612008	+
