chr	pos	strand	gene
3L	4421662	+	CG15020
3L	12892658	+	CG14118
3L	14053079	-	CG13484
2L	3388496	-	CG42460
2R	16952005	+	Ufm1
2R	16951837	+	Ufm1
3L	7456149	+	ppk26
3R	31252872	+	mRpL32
X	22544322	-	Cluap1
2R	23698105	+	mRpL43
2L	6960377	+	Hmgcl
3L	4833591	-	CG13708
X	21324046	+	CG1486
X	21324067	+	CG1486
3R	11656149	+	CG42327
2L	2979288	-	CG9643
2R	15499632	+	Ir52a
2L	23174392	-	CG12567
2L	23174155	-	CG12567
3R	8997697	+	CG11977
3R	9627321	+	CG8319
3R	21161092	-	cDIP
2R	24760664	+	CG3880
X	13331019	+	Jafrac1
X	13330502	+	Jafrac1
X	13329824	+	Jafrac1
X	13330399	+	Jafrac1
3R	31588673	+	CG1635
3L	16303178	-	CG13044
3R	25346921	-	tobi
X	6337762	+	CG3842
X	6339496	+	CG3842
X	6341138	+	CG3842
X	8906248	-	e(r)
X	8905990	-	e(r)
2L	2383202	+	PIG-Wa
2L	232487	+	CG13693
3L	542931	-	Cypl
2L	4977312	+	CG3792
2L	21454202	-	His4:CG33901
3L	14757962	-	CG42507
X	656033	-	Hmt4-20
X	654938	-	Hmt4-20
2R	16170861	-	CG8435
3L	20714100	+	CG34260
3R	16986245	-	CG18622
3R	16987732	-	CG18622
3R	16986850	-	CG18622
3L	18920319	-	CG18223
2L	6151969	+	Muc26B
3R	26871995	-	SPARC
3R	26870567	-	SPARC
X	14853269	-	CG9521
2L	21479454	-	His4:CG33891
3L	1553493	+	Pcyt2
X	15890109	-	MSBP
3R	21365609	+	pre-mod(mdg4)-X
3R	24057310	-	Hsp68
3R	13415286	-	yellow-e
3R	24361683	-	CG5762
3R	16205250	-	mtSSB
2R	22379637	+	wrapper
X	16803344	-	Rai1
3L	6037111	+	CG6462
2L	10681966	+	CG17107
2L	10681902	+	CG17107
X	16655015	-	CG9723
2L	21416953	+	His1:CG33801
3R	20042757	+	Indy-2
3R	20042786	+	Indy-2
2L	8781252	-	LManVI
3L	16087525	-	Tasp1
2R	17572829	+	CG42239
3L	4807406	-	CG18808
2R	8371073	+	CG8701
3R	24150203	-	p38c
3R	20634732	-	Pi3K92E
2R	8069829	+	lig
3R	13401862	-	GILT1
2R	13693369	-	CG6220
3L	1771758	-	Dhc62B
X	15704125	+	CG8134
Y	3336400	+	Mst77Y-9
3R	23405509	+	Ir94e
3R	24850627	+	CG7006
X	3174474	-	Fcp3C
2R	8417706	-	CG43296
3R	29027174	-	eIF4E6
2R	12566185	+	Cyp301a1
2R	24060378	+	RpL12
2R	24060454	+	RpL12
2R	7939956	+	CG30379
3R	23599034	-	CG10183
2R	12336890	+	CG34021
3L	15094719	-	sstn
3L	4860470	-	CG32235
3R	22770307	-	CG43093
3L	19951968	-	CG34258
2R	22454741	+	CG10384
3R	25483098	+	CG42488
3R	5821440	-	Hpr1
3R	8313208	+	CG7483
3L	9451876	+	ghi
3L	17822834	-	Ir75c
2L	10770931	+	CG17127
2L	10770868	+	CG17127
3L	17847036	+	CG7430
3L	17846916	+	CG7430
2L	21310050	-	Mondo
2L	21309489	-	Mondo
X	23092631	-	CG17159
3R	21399742	-	Ugt49B2
2L	15614828	-	CG15254
3L	20809247	-	CG3634
3L	20809272	-	CG3634
X	4617564	+	peb
3L	4242734	+	pav
3R	8645458	-	Cyp313b1
3R	8645650	-	Cyp313b1
2L	18811252	-	CG42502
2L	18810986	-	CG42502
3R	13369648	+	CheA87a
3R	15265591	+	ATPsynO
2R	11340132	-	zetaTry
3R	23928385	-	CG43998
3R	23929000	-	CG43998
X	14844757	-	CG12539
3L	14776129	-	mop
X	8152275	-	Gbeta5
3L	18469618	-	Met75Cb
4	557854	-	Thd1
2L	1199266	-	CG5139
3L	1531259	-	Ir62a
2R	16691022	+	Idgf6
2R	16691701	+	Idgf6
3L	6200473	+	CG8219
2L	1204215	+	CG14342
3L	13044434	+	Syx13
3L	13044638	+	Syx13
3R	15485396	-	Trissin
2L	1037246	+	CG4415
3R	11409875	-	mgr
3L	7475570	+	CG43292
3R	21365609	+	pre-mod(mdg4)-AE
2R	19508167	+	Ir56b
3L	6258760	-	CG10163
3L	9511531	-	RpS9
3L	9511305	-	RpS9
X	15710539	-	CG9281
X	15709044	-	CG9281
2R	22330200	+	pgc
2R	22332171	+	pgc
2L	17471603	+	Sgt
2L	17473490	+	Sgt
3R	8680034	-	CG33325
2L	12430866	-	CG5435
2L	12430892	-	CG5435
3L	3316781	+	Drsl5
2R	20562331	-	Mgat1
3R	22380128	+	CG34149
X	15997016	+	CG8939
3L	1558484	-	CG12099
3L	16779736	-	CG13025
2L	2130813	+	GlyP
2L	10845664	-	CG17139
3L	19612455	+	PIG-F
3L	16257191	-	CG13054
3L	1702407	-	CG13931
2L	20816240	-	CG33322
3L	16483650	-	aos
2L	16000520	+	beat-Ic
2L	16000291	+	beat-Ic
X	18796614	-	bnb
X	18796580	-	bnb
X	18797687	-	bnb
3R	22763711	-	Nepl14
2L	13771095	+	TM9SF4
2L	13746952	+	TM9SF4
X	5689473	-	PGAP1
3L	15121572	+	CG32847
3R	24753849	+	asp
2L	8004286	-	Wwox
2R	16766804	+	CG5348
2R	15573762	-	CG8204
2R	15573991	-	CG8204
2R	11844378	+	CG43190
3L	16023480	+	Notum
2L	21828593	+	tsh
X	15344625	-	CG12608
X	20467455	+	GstT3
X	20468385	+	GstT3
2L	20256952	-	CG17571
2L	20257192	-	CG17571
2R	12545689	+	CG33752
X	11170678	-	CG1394
2R	4595288	+	p120ctn
2L	4008653	+	CG43774
2R	21669916	-	CG42381
3L	20841576	-	CSN3
X	17857112	+	CG6762
3R	12406028	-	Cyp9f2
3R	27916516	-	CG5003
3R	12648058	+	Dtg
2R	14886947	-	Cyp6a21
3L	682470	-	CG3386
3L	682319	-	CG3386
3L	682193	-	CG3386
3L	682061	-	CG3386
2L	9494876	-	Gdi
2L	9494796	-	Gdi
3R	29836288	-	CG42592
2L	625652	+	CG2839
2L	21498468	+	His2A:CG33841
3L	19497290	-	CG9449
3L	19497042	-	CG9449
3L	19497723	-	CG9449
3L	13011685	-	Cul6
2R	19290109	+	Fkbp12
2L	8381764	-	AlaRS
2L	8381588	-	AlaRS
2L	11694804	+	CG4988
2L	12448132	-	CG5421
X	9192669	+	CG12056
3L	8619888	+	S-Lap2
3R	14153829	-	CG9722
2L	13811522	+	CG16865
X	13791111	-	CG10993
3L	9456281	-	phol
2L	15026882	+	CG33310
2L	3018093	-	CG17224
2L	3018308	-	CG17224
X	8273806	-	CG15343
2L	3037506	+	CG17260
2L	3037230	+	CG17260
2L	3037411	+	CG17260
2R	17737269	-	Hyccin
3L	9410832	-	CG4022
3R	4215314	-	CG14636
2L	4906762	-	snsl
X	4277961	-	CG15578
X	19494401	-	CG12204
3L	8109132	+	fan
3L	8725774	-	CG43965
2L	11995740	+	Qtzl
3L	223069	-	pyx
X	11873441	+	CG15739
X	11873319	+	CG15739
2L	2830248	-	Duox
2L	4454626	+	ND-B8
2L	4454453	-	Secp43
X	16063738	+	dpr18
3R	8304023	-	nac
2R	12570367	+	stil
3L	7894880	+	eIF4E5
3L	15517056	-	CG13454
2R	21624446	-	PTP-ER
3R	14879457	+	CG3631
3R	23290189	-	bb8
3L	21357683	+	CG32437
X	6527888	-	CG3342
2R	7655302	-	CG17985
2R	20526311	+	GNBP-like3
3R	25242020	+	CG11854
3L	8116179	+	msk
3R	26017470	-	E(spl)m2-BFM
3R	20772601	-	Takl1
3R	14663197	-	Rad17
3L	4148696	+	CG1299
2R	13824858	+	CG13339
X	12616316	+	CG11085
3L	6150857	-	Cpr65Ax2
3L	2038224	-	CG42355
2L	6611011	+	CG11050
2L	6611687	+	CG11050
2L	6611406	+	CG11050
3L	6072139	+	CG6602
4	607649	-	onecut
3L	20430475	-	CG5262
3L	11134987	+	CG14143
X	11109803	+	Hsp60A
X	11108482	+	Hsp60A
3L	15014062	-	Reck
2R	21763995	+	CG43982
3R	22528663	-	CG5346
3L	11564072	-	CG46412
2L	2518037	-	CG3528
3R	13293198	-	wntD
2L	2647886	+	CG43851
2L	1794917	-	Gr22a
2L	15007431	-	l(2)35Be
2R	8358538	+	CG11635
3R	5960987	-	CG11373
3R	7786119	-	CG18745
2R	11409449	-	CG30026
2R	23101777	-	CG42703
2R	11839544	-	Sobp
2R	11839825	-	Sobp
2R	19446286	-	EloC
2L	10689271	-	CG7294
3R	27228522	-	CG42813
3R	27228561	-	CG42813
3R	6691758	-	Ccp84Ae
3L	18070150	-	CG44006
3R	19603375	+	CG7342
3L	5129499	+	CG4597
2L	3525131	+	CG8852
2R	20792192	-	CG43668
3L	19500798	-	CG9451
2L	5553850	-	CG14013
X	8410098	-	lawc
X	8411658	-	lawc
3R	27679291	+	CG12883
3L	581337	+	Ppm1
X	2176891	+	Cyp4d2
X	2176006	+	Cyp4d2
X	18179472	-	Andorra
2R	18612730	-	CG42697
X	19592609	+	CG14205
3R	25687149	-	CLS
3R	25687370	-	CLS
3R	11170246	-	Ugt35B1
mitochondrion_genome	9971	+	mt:ND6
3L	8193116	-	CG7387
3R	12916122	+	beat-Vb
3R	12916056	+	beat-Vb
2L	5053094	-	eIF3h
2L	5052780	-	eIF3h
3R	14316342	+	PR-Set7
3R	14316038	+	PR-Set7
2L	14563726	-	CG3473
2R	23103733	-	Gr59c
3L	6606032	-	zpg
2R	8458815	+	Mal-A4
3L	21490586	-	Neu2
3L	20131743	-	obst-J
3R	8008110	-	CG2767
2R	12019846	-	otk
2L	1611410	+	CG14352
2L	10247078	-	chico
2R	16745114	-	Sfp53D
2R	16873772	+	CG6435
3L	15163628	-	CG7011
2R	12636141	-	CG33671
2R	12635682	-	CG33671
2L	2217290	+	mio
3R	24188896	-	CG5515
3R	24188699	-	CG5515
3R	21073319	-	r-l
3L	22898744	+	CG11131
3L	22899174	+	CG11131
3L	14803360	-	gnu
2R	7960015	-	CG2915
3R	15014770	+	CG14861
3R	30422971	-	CG2217
3L	20188522	+	Ssk
3L	9344200	+	PGRP-LC
X	5905746	+	CG4020
X	5905882	+	CG4020
X	2619738	-	Tsp3A
3R	18680604	+	CG46318
2R	12037165	-	CG43191
3L	12032557	+	CG43993
2L	11011312	+	dUTPase
2R	18387895	+	BomS3
2R	18388119	+	BomS3
3L	6958346	+	Surf1
2L	17176618	+	Gr36a
3L	12530171	-	nst
X	5781620	-	CG3108
3L	690081	-	CG32483
2L	779173	+	CG13947
3L	25762779	-	FASN3
2R	6807626	+	SdhB
3R	31213376	-	Zwilch
2R	9017195	-	CG13744
X	19243631	+	CG7889
3R	15369945	-	CG14868
3R	4831297	-	CG14659
2L	11853430	+	CG42751
3L	5355346	-	lama
3L	5351479	-	lama
3L	5355923	-	lama
2L	2193010	-	CG34172
2L	2192963	-	CG34172
2L	2197912	-	CG34172
3L	4490963	-	CG13722
3L	13450283	-	JMJD7
X	17215304	+	CG5162
X	14896891	-	CG9514
2R	11085586	+	CG43188
2L	2575052	-	Rad1
3L	5997208	+	PVRAP
3R	4471603	-	CG31523
3R	4478849	-	CG31523
3R	4468633	-	CG31523
3R	4475426	-	CG31523
3R	4471279	-	CG31523
3R	4479106	-	CG31523
3R	4479207	-	CG31523
X	9556544	-	CG15317
3R	22103414	+	CG13407
2R	17698362	-	rdgBbeta
2R	13954195	+	mRpL53
X	17861002	+	CG6769
2R	21128577	+	mago
2R	24848994	+	CG3650
3L	12127394	-	Ir68b
3L	1329949	+	ND-ACP
3L	21295396	+	Cpr78Cb
3L	21294492	+	Cpr78Cb
X	19744048	-	COX6B
X	19744335	-	COX6B
3R	12017156	+	Spt3
2R	6656594	-	geminin
2R	6656401	-	geminin
3R	6344029	+	CG17919
3R	28789617	+	CG34295
3L	4122388	-	Chd64
3L	9364350	+	mRRF1
3L	20442419	+	CG5910
3L	20445158	+	CG5910
3R	4247020	+	TwdlF
2R	9042142	-	Ance-4
3R	13042770	-	snk
3R	13041742	-	snk
3R	27948711	+	Gp93
X	4647871	+	mRpL30
2R	1590484	+	CG17691
2R	1590570	+	CG17691
3R	16988814	+	MESK4
3R	11157098	+	Ugt302C1
X	2223754	+	CG14052
3R	31254900	-	CG1750
3R	21045842	-	CG31189
X	11580772	+	nod
3R	11819599	+	COX5A
3R	11819359	+	COX5A
3R	21048829	-	CG7079
3R	19777280	-	CG11659
3R	5555084	+	Snm1
2L	18517487	+	CG10211
2L	12712470	-	CG5787
2L	12712952	-	CG5787
3R	22462054	-	Rpn7
3L	6059658	+	CG6592
3L	4648276	+	TTLL1B
3R	13379842	+	CG8870
3R	21127485	-	slmb
3R	30807117	+	dj-1beta
3L	9372931	+	CG4456
3L	9372722	+	CG4456
2R	24159384	+	spag
3R	16264115	-	bor
3R	16264095	-	bor
2L	8998537	+	Try29F
X	6224157	-	sqh
X	6225116	-	sqh
X	6224520	-	sqh
X	6225140	-	sqh
2R	14606302	-	CG33469
2R	15955040	+	CG8366
2R	22425576	+	CG46442
2R	11346325	+	betaTry
2R	11242194	-	Listericin
3R	30004951	+	Nlp
3R	30004785	+	Nlp
2R	14819987	-	Pgm2b
3L	1618414	+	CG33230
2L	22249876	+	Tif-IA
3L	20970663	-	CG33287
2R	7419350	+	so
X	14237923	-	Fbxl4
3R	23986642	+	CG5902
3L	16573334	-	Mipp1
3L	16572401	-	Mipp1
3R	6457088	+	Zif
3R	6457140	+	Zif
2L	13251509	+	l(2)k05911
3L	1941068	+	Mfap1
2R	6875819	-	CG9447
X	19688948	-	CG14227
2R	16142202	+	CG30094
3R	29802945	-	CG7834
3R	29802844	-	CG7834
X	5131898	+	Rpn13R
2L	19580351	-	CG10268
3R	11209849	-	SdhC
2R	22706934	+	Obp58d
2R	23366866	+	Ice1
2L	13119294	+	CG43050
2L	16288290	+	pkaap
3R	29861867	+	RpS8
3R	29861582	+	RpS8
3R	29861897	+	RpS8
X	16700170	-	CG9676
3R	28820221	+	CG1647
3L	8836462	+	CG32026
2L	13461774	+	CG46308
3L	2262919	+	CG13807
2L	5662849	+	Hsp60C
3R	23258087	-	wda
3L	14999951	+	Prosbeta2
3L	7320068	+	CG8607
3R	28606079	+	CG9986
2L	2815760	-	G6P
3L	3199090	+	gry
2L	8519690	+	Sgp
2R	11341423	-	etaTry
X	5622648	+	Pop1
3R	12260969	+	CG44038
3L	16280404	+	CG13064
3R	9809368	-	FBXO11
X	16721183	+	CG32572
3R	23774127	-	CG10208
X	5309242	+	snf
2R	14216627	-	RpS23
2R	14216578	-	RpS23
3R	25626924	-	Ssadh
2L	21478184	+	His2A:CG33829
X	11922760	-	Sclp
2L	8012772	+	Tg
3L	5012133	-	ATPsynCF6L
2L	1108540	+	CG14339
2R	13171401	+	AGBE
2R	4130974	+	CG17683
3L	16304282	+	CG43249
3R	29496541	+	FipoQ
2L	19054078	+	CG10492
3L	7329132	+	CG42307
3L	7869042	+	CG32365
3R	27094533	+	CG14259
3L	19520945	+	Cpr76Bc
3L	19521267	+	Cpr76Bc
3L	7946322	-	CG43880
X	16446993	-	eIF2alpha
3R	6343002	+	CG10298
2R	21800904	-	tpr
X	8436801	-	Miga
X	8437820	-	Miga
3R	11421693	-	ninaG
X	19646176	-	Arp10
X	19646014	-	Arp10
2R	15504201	+	Ir52c
3R	18164397	-	CG7218
3R	8049673	+	CG43061
3R	18905655	-	CG14292
2L	15068078	-	vig
2L	15070316	-	vig
2R	21688545	-	CG30285
3R	17798304	-	CG7379
X	11615840	-	RPA3
3R	8731698	-	M1BP
X	10839230	+	CG15210
2L	21070281	-	CG9265
2L	21071243	-	CG9265
2L	21069903	-	CG9265
2L	21071502	-	CG9265
X	20486180	+	CG15461
3L	1227747	+	LysS
3R	13700565	+	ninaB
3L	21741534	+	CG14572
3R	25082684	+	fd96Ca
3R	25083177	+	fd96Ca
3L	3949305	-	CG14983
3R	10049199	+	ohgt
2R	21519125	-	CG10494
2R	15147824	-	CG8089
2L	18805347	-	CG43814
3R	19877514	-	CG17186
3R	21047027	-	CG31207
2R	12394907	+	CG30048
3R	10213007	-	Timp
3R	11166074	-	Ugt35E1
3L	18252088	+	CheA75a
2R	11307528	-	Fpps
2L	20820867	-	CheB38c
3L	9798420	+	Ilp1
3R	16604861	-	CG10345
X	6589290	+	CG17717
2R	9192096	-	CG8026
3R	5412406	-	Orco
3R	5410469	-	Orco
3L	16252355	-	CG13055
X	18726572	-	CCKLR-17D1
3L	17045038	-	Pop5
3R	14511838	+	mRpL11
3R	24385052	-	CG17780
2L	18740358	+	CG15167
2R	21757345	+	Grx1t
2R	8712913	-	CG14743
3L	17833625	-	CG32188
2R	14171160	+	ReepB
3L	17654617	+	CG7484
X	14765787	-	CG15890
2R	8792633	+	CG8746
3R	15346176	-	Surf4
2R	14361924	+	Arc2
X	2187820	+	CG3457
2R	12079543	-	CG8888
X	16320370	-	Cyp1
3L	18398435	-	rpr
3L	13329135	+	CG14113
3L	20956750	-	Sems
3L	2170971	-	CG5704
3R	8676915	+	CG11755
3R	8678143	+	CG11755
2L	4007690	+	CG43773
3R	15243156	+	Hsc70-4
3R	15242687	+	Hsc70-4
3R	15244219	+	Hsc70-4
3R	15243198	+	Hsc70-4
3R	15244256	+	Hsc70-4
3R	15242890	+	Hsc70-4
2R	8922755	-	Spt
2L	19814532	-	CG13962
3R	20028040	-	CG4424
3L	22695953	+	CG14452
X	2041312	-	usp
X	2042311	-	usp
3L	21258020	+	CG43218
2L	10567255	+	CG6138
3R	14261213	-	CG14840
2R	24607023	-	CG4707
3R	18223682	-	mTerf5
2R	22073368	-	CG11474
2R	22073443	-	CG11474
2L	13914725	+	Ance-3
2R	19951345	+	CG10822
3R	29724950	-	Naa40
2R	23970073	-	CG10904
X	11988948	-	tsg
3L	993983	+	CG12038
3L	3806710	+	IntS10
2R	21017446	-	CG3295
2L	4936450	-	hoe2
3L	12781097	-	CG10969
X	10744943	-	stx
X	17636281	+	CG5800
3R	31812296	-	FeCH
3R	22331991	+	CG13862
3R	29491150	-	Spase12
2R	18294759	+	CG18536
2R	22301423	-	wdp
2R	22311306	-	wdp
2R	22309950	-	wdp
2R	22311937	-	wdp
2L	18485417	+	grnd
3L	15652254	-	Eig71Ec
3L	17253937	-	CG6497
3R	21719660	-	CG31176
3L	22647163	+	CG33768
3L	11949839	+	CG17826
3R	10121773	+	ATPsynepsilonL
2R	8900241	+	CG13751
X	16701972	-	sphe
3R	24528047	+	CG6607
3R	13765756	+	CG9312
X	15467891	+	CG15641
X	7764982	+	Ir7a
3L	4240173	+	CG14997
3L	4240308	+	CG14997
3R	18242159	-	CG7156
2L	8072895	+	Trf
2L	19606569	+	CG46244
3R	8316543	-	Coq2
3R	21276249	-	CG3301
X	7912089	+	snz
X	10923972	+	v
X	9149309	+	Bap111
2R	16197042	+	CG42837
3R	17425768	+	cysu
2R	18109985	+	CG34196
2L	19892550	-	CG10481
3R	24051681	+	Pisd
3R	24050783	+	Pisd
X	19746080	+	parvin
X	19746041	+	parvin
2R	25246467	+	CG30429
3R	25262741	+	CG11858
2R	21973122	+	CG9304
3R	12352103	-	CG10041
3R	17136111	+	CG5246
3L	21173118	+	AsnS
2L	21237250	+	Hr39
X	5747747	+	CG4078
3R	28859214	-	Inx3
3R	28859497	-	Inx3
2R	6696739	+	Rab2
3R	8725479	+	ouib
2L	20097253	-	mRpS18B
3R	31305384	-	pHCl-2
3R	13450590	+	side-IV
3L	15816979	+	CkIIalpha-i1
3L	2653294	+	CG42304
3L	2652088	+	CG42304
2L	8338287	+	CG14274
2L	6490843	-	Phf5a
X	14050003	-	Ste:CG33245
2L	20531066	+	CG44270
3R	4812096	-	Hus1-like
2R	20550117	-	Obp57d
3R	12382691	-	CG10035
2R	23046322	+	twi
2R	23046108	+	twi
2R	22985374	+	twi
2L	2750147	-	Pgk
2L	2749313	-	Pgk
2L	2748487	-	Pgk
2L	2753068	-	Pgk
2L	2750989	-	Pgk
X	6261169	+	CG3781
X	4636004	-	CG12179
3L	1334889	+	l(3)02640
3L	25120709	+	UQCR-11
3L	25120749	+	UQCR-11
3R	26866929	+	His2Av
3R	12505793	+	Hsp70Bb
3L	6530729	+	CG32396
3L	16859080	+	sinah
X	15453471	+	CG11655
3L	4184663	-	Teh3
2L	18291462	-	CG43362
2L	13142903	-	CG9928
2R	17895078	+	CG14491
3L	8413012	+	mtrm
3R	22488955	-	CG5376
2R	10043507	-	CG34220
3L	19486498	-	brv1
2R	12153409	+	CG8407
2R	12153071	+	CG8407
3R	25815479	+	CG14354
X	3316402	-	CG10793
2R	14367979	+	CG34443
3R	22583225	-	Dph5
3R	31772219	+	sip3
2L	5043270	+	CG44001
2L	5045397	+	CG44001
2L	5044453	+	CG44001
2R	4829246	+	CG14464
3R	26619118	+	TwdlM
2L	6385512	-	Nepl6
2L	5772516	-	CG9171
2L	5800173	-	CG9171
2L	5773598	-	CG9171
2L	5800253	-	CG9171
3L	4028605	+	Gr64c
3L	4030264	+	Gr64c
3L	9375430	+	CG4461
3R	15320378	+	CG44040
3R	8243792	-	CG9636
3R	17405109	-	CG42823
3R	29256485	+	CG45544
2R	17547462	-	RpL18A
2R	15678956	-	CG8207
2R	24195498	+	cN-IIIB
2R	19713395	+	Obp56f
2L	6852315	+	Rca1
2L	7732670	-	CG13796
3L	15809485	+	CG13445
3R	4250796	-	TwdlG
3R	4251341	-	TwdlG
3R	4249969	-	TwdlG
2L	5892862	-	Acp26Ab
2R	22492197	+	CG4610
3L	9492215	-	CG32037
3R	12681375	-	Cyp313a4
2L	2007193	-	CG15353
2L	5055016	-	CG14036
3L	15563065	-	CG7739
2R	17669395	+	CG30108
2R	12190682	+	Cyp6t3
3L	6972467	-	CG10063
3L	2229646	+	Oseg2
3R	25775369	-	CG17198
3R	25774399	-	CG17198
X	17819685	-	CG12986
2L	6668033	-	Galt
2L	6465669	-	Rchy1
3R	17540421	+	SF1
2L	20093849	-	Taf13
X	6303975	+	CG3823
X	15835490	-	Chc
X	15834754	-	Chc
3L	3899156	-	Ccz1
2R	7812028	-	TTLL12
X	15450261	+	Ahcy
X	16441433	+	rngo
X	16441553	+	rngo
2R	24797414	-	Orc4
X	790089	-	CG13360
2R	6661985	-	Dpit47
2R	6662118	-	Dpit47
3R	25618414	+	CG5071
2R	24445500	+	CG3483
2L	11121714	-	CG14921
X	1349357	-	MTPAP
2L	3457302	+	Sec5
3R	28282580	+	CG34436
3L	4976176	-	Con
3L	5079033	-	Con
2R	16178307	-	Ptp52F
3R	13855454	-	CG14362
3L	10898573	-	Aps
3L	10899123	-	Aps
2L	20645791	-	phr6-4
2L	20645457	-	phr6-4
X	1239884	-	CG11403
3R	26736307	-	CG6403
2L	7063986	+	Sem1
3L	2643424	-	CG14949
X	7826197	+	CARPA
3L	22856059	-	CG32459
X	11348001	-	GCS1
2R	22091395	-	CG44163
3R	20821848	-	CG17271
2L	13234660	-	Mabi
2L	18378591	+	CG34171
3R	13186496	-	CG8508
3R	13782765	+	Dip-B
3R	13782288	+	Dip-B
3R	13782640	+	Dip-B
3R	25624662	-	Npl4
3L	16170106	-	CG33796
2R	13983317	-	Ctf4
3L	14536634	+	CG43246
3L	2372199	+	CG8993
2L	8364662	-	RpS13
2L	8364609	-	RpS13
2L	8364596	-	RpS13
3L	14684768	+	CG5048
3R	8963037	-	ich
2L	17990418	+	Prosbeta5R2
2R	17457663	+	CG14478
2R	17458816	+	CG14478
2R	17460598	+	CG14478
3R	8009400	+	CG3223
2R	18295928	+	CG18537
3R	16360108	-	CG42446
3L	8726791	+	Cp18
3R	12221464	-	CG4860
3R	15904643	-	glob1
3R	15902584	-	glob1
3R	15901382	-	glob1
2R	21097305	-	CG4038
3R	11137177	+	mAcon2
3R	13220578	-	CG8476
2R	6076910	+	CG7849
X	20415744	+	Obp19a
3L	20265814	+	CG32228
2R	23548239	+	levy
2R	22483303	+	CG4554
2L	5968566	+	Ucp4C
2R	24581245	+	pio
2R	24587707	+	pio
3R	26058223	-	PIG-P
3L	4026769	+	Gr64a
2L	19498168	+	Top3alpha
3L	16584273	+	UQCR-C2
3L	16584124	+	UQCR-C2
3R	15666183	+	pxb
3R	29933287	+	CG42558
3L	8175978	-	RecQ4
X	15662585	+	CG8119
2R	13047256	-	CG13323
3R	20057490	-	CG4390
3R	17127126	+	CG31269
3R	26441537	+	tx
3R	26440778	+	tx
X	9210547	-	SmydA-9
X	9210887	-	SmydA-9
2R	21091004	-	Rbpn-5
3L	19606208	+	CG9372
X	21316052	+	Rpt6
2R	15185158	+	CG43068
2R	21293646	-	Sgf29
2R	21293441	-	Sgf29
2L	10987806	+	CG12253
X	6998672	+	Inx2
3L	8964769	-	ValRS-m
3L	8964663	-	ValRS-m
3R	27093143	+	CG14258
3R	26024579	-	E(spl)m4-BFM
2L	4701485	-	Taf12L
3R	9260638	+	ATP6AP2
3L	15159100	+	Prp31
X	4677533	-	fzr
X	4679537	-	fzr
3L	8979880	-	CG5644
2R	20326806	-	MED8
3R	12817029	-	CG31345
3R	25318111	-	CG10553
2L	10362707	-	Cand1
2R	12138695	+	CG18343
2R	12138787	+	CG18343
3L	6495680	+	sfl
2R	9704384	+	CG30002
2R	13132455	-	CG13326
2L	9893446	-	mtDNA-helicase
2R	8106318	-	Cul4
2R	8106314	-	Cul4
3L	7491864	+	Cyp316a1
2L	11091444	+	Wdr59
3L	4212915	-	Cpr64Ac
2L	5923653	-	CG9016
2L	18830653	-	CG17597
2L	18831153	-	CG17597
2L	11015620	+	Acp32CD
2L	21163083	-	Nbr
2R	11886067	+	cuff
3L	18989815	-	CG34256
X	4302346	-	CG12692
3R	9065183	+	Ada
3L	3165181	+	CG32280
3L	3165334	+	CG32280
3R	14160278	-	CG31327
2R	11261806	-	Cpr47Ed
2L	132077	+	Gs1
X	19621245	-	CG14221
3L	7542457	-	CG32376
2L	9938134	-	CG31712
X	15853421	+	CG15914
3R	23012412	+	CG6688
X	16062898	-	CG12395
3R	27990751	-	CG4815
2R	12495672	+	s-cup
3R	31109191	-	CG11318
3L	8514921	-	CG6683
3R	19024092	+	CG14286
X	10857413	-	sofe
3R	8094124	+	CG7900
3R	26063011	-	CG14551
3R	26062239	-	CG14551
2L	5766142	-	obst-E
3R	7502376	-	Mics1
3R	22580773	+	CSN6
2R	14219898	+	CG8468
3L	4062292	+	dib
3L	17843544	-	CG5567
3L	14032074	+	CG6650
3L	14031450	+	CG6650
3R	30937102	-	CG15550
2L	10849065	-	porin
2L	10850848	-	porin
2L	10850340	-	porin
3R	25996996	-	CG43116
X	12763611	-	CG12717
2R	10725270	+	CAH13
3R	13837991	-	Nsf2
X	1469817	-	CG32808
2R	19259909	+	tbrd-2
2R	7463139	-	CG11141
2R	7463395	-	CG11141
2L	3029168	-	Sf3b2
3R	8732091	+	CG8202
2L	15215222	+	CG43230
2R	20909704	+	CAH15
X	5879869	+	CG16721
X	5880819	+	CG16721
X	5880534	+	CG16721
2L	15061656	+	vas
2L	22079632	+	ttm3
2L	18987707	+	EMC5
2R	20870392	+	IM14
3L	16346323	+	CG33257
2R	11968654	-	PI31
2R	11968850	-	PI31
2R	11970115	-	PI31
2R	14745335	-	jef
3R	10224725	-	CG12817
2R	12214010	+	CG13171
2R	24243255	+	nord
2R	24022343	+	Xxylt
3R	24116322	-	CG13607
3R	24116171	-	CG13607
3L	7506217	-	CG7548
3R	11216287	-	RpS25
3R	11897582	+	CG34307
3L	4188499	+	tipE
2R	17789410	-	Ubc10
2R	23441065	-	Or59a
3L	9460799	-	CG3434
2R	18390629	-	BomS6
2R	24515685	+	Ir60b
3R	22342251	-	CG5386
2L	12428028	+	CG6388
2L	552923	-	Ets21C
2L	552454	-	Ets21C
3R	26727818	+	CG14246
3R	26727518	+	CG14246
3R	26727314	+	CG14246
2L	19967685	-	Hf
