chr	pos	str	motifID
19	15561018	+	MA0039
19	15561086	-	MA0039
19	15563047	-	MA0039
19	15567813	+	MA0039
19	15567928	+	MA0039
19	15643776	+	MA0039
19	15643815	+	MA0039
19	15646149	-	MA0039
19	15646736	-	MA0039
19	15666743	-	MA0039
19	15783761	+	MA0039
19	15813156	-	MA0039
19	15939505	-	MA0039
19	15980024	-	MA0039
19	15980097	-	MA0039
19	16066163	+	MA0039
19	16069072	+	MA0039
19	16131046	+	MA0039
19	16131058	+	MA0039
19	16177855	-	MA0039
19	16178333	+	MA0039
19	16195605	-	MA0039
19	16204657	-	MA0039
19	16264871	-	MA0039
19	16264933	-	MA0039
19	16265057	-	MA0039
19	16272075	-	MA0039
19	16275742	-	MA0039
19	16297583	+	MA0039
19	16297599	+	MA0039
19	16308747	-	MA0039
19	16308781	+	MA0039
19	16358492	+	MA0039
19	16442006	-	MA0039
19	16449780	+	MA0039
19	16539953	+	MA0039
19	16539958	+	MA0039
19	16570595	-	MA0039
19	16573852	-	MA0039
19	16606893	+	MA0039
19	16653834	-	MA0039
19	16653847	+	MA0039
19	16720813	-	MA0039
19	16720837	+	MA0039
19	16720838	+	MA0039
19	16739269	-	MA0039
19	16739340	-	MA0039
19	16739521	+	MA0039
19	16739535	-	MA0039
19	16739547	-	MA0039
19	16739560	-	MA0039
19	16739576	+	MA0039
19	16739583	+	MA0039
19	16770659	-	MA0039
19	16770679	-	MA0039
19	16771755	+	MA0039
19	16771817	+	MA0039
19	16889743	-	MA0039
19	16936274	+	MA0039
19	16939876	-	MA0039
19	16952377	-	MA0039
19	16952411	+	MA0039
19	16960230	-	MA0039
19	17008218	+	MA0039
19	17008263	+	MA0039
19	17008295	+	MA0039
19	17032327	+	MA0039
19	17080047	-	MA0039
19	17136991	+	MA0039
19	17137746	+	MA0039
19	17137797	+	MA0039
19	17198116	-	MA0039
19	17219275	+	MA0039
19	17219302	+	MA0039
19	17270987	+	MA0039
19	17284414	+	MA0039
19	17313310	+	MA0039
19	17320689	-	MA0039
19	17320709	-	MA0039
19	17320732	+	MA0039
19	17326302	-	MA0039
19	17337164	-	MA0039
19	17345794	+	MA0039
19	17345808	-	MA0039
19	17345830	+	MA0039
19	17355167	+	MA0039
19	17355173	+	MA0039
19	17355179	+	MA0039
19	17357331	+	MA0039
19	17357336	+	MA0039
19	17357660	+	MA0039
19	17378098	+	MA0039
19	17403318	+	MA0039
19	17404964	+	MA0039
19	17443656	+	MA0039
19	17443693	+	MA0039
19	17443727	+	MA0039
19	17444875	-	MA0039
19	17445958	-	MA0039
19	17445972	-	MA0039
19	17447425	+	MA0039
19	17450390	-	MA0039
19	17450423	-	MA0039
19	17450433	-	MA0039
19	17451235	+	MA0039
19	17457242	+	MA0039
19	17501905	+	MA0039
19	17530916	+	MA0039
19	17536014	+	MA0039
19	17580341	-	MA0039
19	17580523	-	MA0039
19	17580590	-	MA0039
19	17580824	-	MA0039
19	17586665	-	MA0039
19	17595752	-	MA0039
19	17599998	+	MA0039
19	17600039	+	MA0039
19	17600081	+	MA0039
19	17650729	-	MA0039
19	17650740	-	MA0039
19	17650791	-	MA0039
19	17666446	-	MA0039
19	17666715	+	MA0039
19	17676672	-	MA0039
19	17687334	-	MA0039
19	17687638	-	MA0039
19	17687674	-	MA0039
19	17690672	-	MA0039
19	17716678	-	MA0039
19	17717169	-	MA0039
19	17717174	-	MA0039
19	17717215	+	MA0039
19	17727975	+	MA0039
19	17765969	-	MA0039
19	17766002	-	MA0039
19	17791237	-	MA0039
19	17796797	+	MA0039
19	17796820	+	MA0039
19	17796825	+	MA0039
19	17797789	+	MA0039
19	17797794	+	MA0039
19	17797812	-	MA0039
19	17798161	-	MA0039
19	17830671	+	MA0039
19	17830919	-	MA0039
19	17830929	-	MA0039
19	17838199	+	MA0039
19	17838214	+	MA0039
19	17862246	-	MA0039
19	17862251	-	MA0039
19	17862277	+	MA0039
19	17907516	-	MA0039
19	17907544	-	MA0039
19	17908395	-	MA0039
19	17941772	-	MA0039
19	17941791	-	MA0039
19	17952799	+	MA0039
19	17953070	+	MA0039
19	17953082	+	MA0039
19	17961363	-	MA0039
19	17985208	+	MA0039
19	17985246	+	MA0039
19	18013631	+	MA0039
19	18042783	-	MA0039
19	18042807	-	MA0039
19	18043908	-	MA0039
19	18043913	-	MA0039
19	18061233	-	MA0039
19	18108802	-	MA0039
19	18109477	-	MA0039
19	18120526	-	MA0039
19	18162834	-	MA0039
19	18162900	+	MA0039
19	18169424	-	MA0039
19	18169429	-	MA0039
19	18169451	+	MA0039
19	18221316	+	MA0039
19	18260071	+	MA0039
19	18260120	+	MA0039
19	18264442	-	MA0039
19	18272515	-	MA0039
19	18303751	-	MA0039
19	18315503	+	MA0039
19	18315562	+	MA0039
19	18334744	+	MA0039
19	18334770	+	MA0039
19	18335052	-	MA0039
19	18335598	-	MA0039
19	18364731	+	MA0039
19	18366252	-	MA0039
19	18366265	-	MA0039
19	18366301	-	MA0039
19	18390519	+	MA0039
19	18390995	-	MA0039
19	18392508	-	MA0039
19	18392666	+	MA0039
19	18392730	-	MA0039
19	18393543	+	MA0039
19	18393548	+	MA0039
19	18402764	+	MA0039
19	18416320	+	MA0039
19	18416354	+	MA0039
19	18421910	-	MA0039
19	18430701	-	MA0039
19	18434020	-	MA0039
19	18444619	+	MA0039
19	18444666	-	MA0039
19	18452047	-	MA0039
19	18457185	+	MA0039
19	18476765	+	MA0039
19	18484796	-	MA0039
19	18484801	-	MA0039
19	18484805	-	MA0039
19	18484850	-	MA0039
19	18526557	-	MA0039
19	18527611	+	MA0039
19	18527635	-	MA0039
19	18528307	+	MA0039
19	18531251	-	MA0039
19	18531272	-	MA0039
19	18536620	+	MA0039
19	18539747	+	MA0039
19	18539787	+	MA0039
19	18544841	+	MA0039
19	18544886	+	MA0039
19	18544908	+	MA0039
19	18549897	+	MA0039
19	18549909	-	MA0039
19	18552916	+	MA0039
19	18552932	+	MA0039
19	18607418	-	MA0039
19	18607419	-	MA0039
19	18633266	+	MA0039
19	18668761	-	MA0039
19	18668767	-	MA0039
19	18682484	-	MA0039
19	18682507	-	MA0039
19	18699926	+	MA0039
19	18700011	-	MA0039
19	18700599	+	MA0039
19	18700614	+	MA0039
19	18701390	+	MA0039
19	18715073	-	MA0039
19	18715087	-	MA0039
19	18718530	-	MA0039
19	18718540	+	MA0039
19	18746917	+	MA0039
19	18747462	+	MA0039
19	18747467	+	MA0039
19	18764054	+	MA0039
19	18764259	+	MA0039
19	18764304	+	MA0039
19	18764320	+	MA0039
19	18764324	+	MA0039
19	18764766	+	MA0039
19	18764822	+	MA0039
19	18765496	+	MA0039
19	18765537	+	MA0039
19	18765544	+	MA0039
19	18788929	-	MA0039
19	18794188	+	MA0039
19	18852526	+	MA0039
19	18881645	-	MA0039
19	18881663	-	MA0039
19	18898473	-	MA0039
19	18899867	+	MA0039
19	18899872	+	MA0039
19	18945412	+	MA0039
19	18990228	-	MA0039
19	18990246	+	MA0039
19	18990278	+	MA0039
19	18990887	+	MA0039
19	18990919	+	MA0039
19	18990933	+	MA0039
19	19043227	-	MA0039
19	19043284	-	MA0039
19	19043524	-	MA0039
19	19043559	-	MA0039
19	19043565	-	MA0039
19	19043581	-	MA0039
19	19050984	-	MA0039
19	19050990	-	MA0039
19	19080538	+	MA0039
19	19080543	+	MA0039
19	19080549	+	MA0039
19	19080553	+	MA0039
19	19110868	+	MA0039
19	19142918	-	MA0039
19	19144710	+	MA0039
19	19144968	-	MA0039
19	19174485	+	MA0039
19	19189063	-	MA0039
19	19228190	+	MA0039
19	19253392	+	MA0039
19	19256945	-	MA0039
19	19280875	+	MA0039
19	19280910	+	MA0039
19	19281206	+	MA0039
19	19300350	+	MA0039
19	19318665	-	MA0039
19	19318685	-	MA0039
19	19318705	-	MA0039
19	19318724	-	MA0039
19	19336208	-	MA0039
19	19336236	+	MA0039
19	19475909	+	MA0039
19	19475942	+	MA0039
19	19482078	+	MA0039
19	19496287	+	MA0039
19	19496292	+	MA0039
19	19505671	-	MA0039
19	19516213	-	MA0039
19	19517662	+	MA0039
19	19556341	+	MA0039
19	19567132	+	MA0039
19	19600335	-	MA0039
19	19626446	-	MA0039
19	19626462	+	MA0039
19	19649067	+	MA0039
19	19651449	-	MA0039
19	19651464	-	MA0039
19	19652137	-	MA0039
19	19660784	+	MA0039
19	19729641	+	MA0039
19	19738868	+	MA0039
19	19739465	+	MA0039
19	19754554	-	MA0039
19	19887178	-	MA0039
19	20150412	+	MA0039
19	21671033	+	MA0039
19	21688872	-	MA0039
19	22034971	+	MA0039
19	23440017	-	MA0039
19	23457043	+	MA0039
19	23952685	+	MA0039
19	24216438	-	MA0039
19	24222965	+	MA0039
19	24270586	+	MA0039
19	28165287	-	MA0039
19	28427297	-	MA0039
19	28481649	+	MA0039
19	28621318	-	MA0039
19	28660939	+	MA0039
19	28775561	-	MA0039
19	29181495	-	MA0039
19	29339375	+	MA0039
19	29502372	+	MA0039
19	29527629	+	MA0039
19	29532084	-	MA0039
19	29590320	+	MA0039
19	29754934	+	MA0039
19	29755642	-	MA0039
19	29793079	-	MA0039
19	29896076	-	MA0039
19	30030510	+	MA0039
19	30030758	+	MA0039
19	30065086	+	MA0039
19	30072492	-	MA0039
19	30096902	+	MA0039
19	30114732	-	MA0039
19	30156139	-	MA0039
19	30156171	-	MA0039
19	30162685	+	MA0039
19	30205916	-	MA0039
19	30206434	+	MA0039
19	30276741	+	MA0039
19	30291445	-	MA0039
19	30302319	+	MA0039
19	30302358	-	MA0039
19	30322245	-	MA0039
19	30335807	-	MA0039
19	30335853	-	MA0039
19	30371763	-	MA0039
19	30371780	+	MA0039
19	30521363	+	MA0039
19	30551914	+	MA0039
19	30551990	+	MA0039
19	30583974	+	MA0039
19	30639461	+	MA0039
19	30744637	-	MA0039
19	30758557	-	MA0039
19	30883076	+	MA0039
19	31042745	-	MA0039
19	31150737	-	MA0039
19	31185303	+	MA0039
19	31185321	+	MA0039
19	31461584	+	MA0039
19	31462052	+	MA0039
19	31494399	+	MA0039
19	31494448	-	MA0039
19	31530708	-	MA0039
19	31595163	+	MA0039
19	31595172	-	MA0039
19	31606861	-	MA0039
19	31830268	+	MA0039
19	31830280	+	MA0039
19	31830510	-	MA0039
19	31896091	+	MA0039
19	31920631	-	MA0039
19	31982338	+	MA0039
19	31983121	+	MA0039
19	32009666	+	MA0039
19	32572723	-	MA0039
19	32813572	+	MA0039
19	32834686	+	MA0039
19	32896262	+	MA0039
19	32896421	+	MA0039
19	32896426	+	MA0039
19	32897199	-	MA0039
19	32926138	+	MA0039
19	32931827	-	MA0039
19	32931841	-	MA0039
19	32983278	-	MA0039
19	33070537	-	MA0039
19	33070564	+	MA0039
19	33070568	+	MA0039
19	33071884	+	MA0039
19	33165898	+	MA0039
19	33165911	+	MA0039
19	33165938	-	MA0039
19	33166207	-	MA0039
19	33166837	-	MA0039
19	33166846	+	MA0039
19	33204816	-	MA0039
19	33204820	-	MA0039
19	33209420	-	MA0039
19	33211265	+	MA0039
19	33211282	+	MA0039
19	33211283	+	MA0039
19	33211301	+	MA0039
19	33355688	-	MA0039
19	33367601	+	MA0039
19	33571989	+	MA0039
19	33665791	-	MA0039
19	33717050	-	MA0039
19	33732574	-	MA0039
19	33732600	-	MA0039
19	33732628	-	MA0039
19	33762550	-	MA0039
19	33778996	+	MA0039
19	33781234	+	MA0039
19	33793374	-	MA0039
19	33793392	+	MA0039
19	33793415	+	MA0039
19	33793433	-	MA0039
19	33885496	-	MA0039
19	33885549	-	MA0039
19	33904030	+	MA0039
19	33907266	+	MA0039
19	33907346	+	MA0039
19	33997965	+	MA0039
19	34000939	+	MA0039
19	34000946	+	MA0039
19	34006183	-	MA0039
19	34006227	+	MA0039
19	34006960	+	MA0039
19	34012852	-	MA0039
19	34041910	-	MA0039
19	34059833	+	MA0039
19	34112689	-	MA0039
19	34112693	-	MA0039
19	34112745	+	MA0039
19	34213618	+	MA0039
19	34215123	+	MA0039
19	34215125	+	MA0039
19	34288544	+	MA0039
19	34288621	+	MA0039
19	34297386	-	MA0039
19	34311579	-	MA0039
19	34331555	-	MA0039
19	34331582	+	MA0039
19	34332755	+	MA0039
19	34332764	+	MA0039
19	34341147	+	MA0039
19	34341189	+	MA0039
19	34355563	+	MA0039
19	34361532	-	MA0039
19	34361578	+	MA0039
19	34362688	+	MA0039
19	34362700	+	MA0039
19	34362744	+	MA0039
19	34362748	+	MA0039
19	34363187	+	MA0039
19	34363247	+	MA0039
19	34363708	+	MA0039
19	34370978	+	MA0039
19	34370984	+	MA0039
19	34396970	-	MA0039
19	34397011	-	MA0039
19	34397016	-	MA0039
19	34397307	-	MA0039
19	34397313	-	MA0039
19	34524926	+	MA0039
19	34621594	-	MA0039
19	34625381	-	MA0039
19	34625386	-	MA0039
19	34625433	+	MA0039
19	34625740	+	MA0039
19	34804302	+	MA0039
19	34894765	+	MA0039
19	34907235	-	MA0039
19	34907240	-	MA0039
19	34919629	+	MA0039
19	34972613	+	MA0039
19	35067429	-	MA0039
19	35067435	-	MA0039
19	35067447	-	MA0039
19	35083394	-	MA0039
19	35158344	+	MA0039
19	35264132	+	MA0039
19	35395862	+	MA0039
19	35409307	+	MA0039
19	35409342	+	MA0039
19	35490867	+	MA0039
19	35491857	+	MA0039
19	35497513	+	MA0039
19	35506556	+	MA0039
19	35598549	+	MA0039
19	35598554	+	MA0039
19	35598563	+	MA0039
19	35600729	-	MA0039
19	35605612	+	MA0039
19	35606660	+	MA0039
19	35606671	+	MA0039
19	35632488	+	MA0039
19	35632493	+	MA0039
19	35642413	-	MA0039
19	35643627	-	MA0039
19	35645610	+	MA0039
19	35645634	+	MA0039
19	35716217	+	MA0039
19	35716256	-	MA0039
19	35716289	+	MA0039
19	35738899	+	MA0039
19	35758681	+	MA0039
19	35760988	-	MA0039
19	35772382	-	MA0039
19	35778200	-	MA0039
19	35780649	-	MA0039
19	35809765	-	MA0039
19	35815233	+	MA0039
19	35815238	+	MA0039
19	35815243	+	MA0039
19	35872381	+	MA0039
19	35872384	+	MA0039
19	35880480	-	MA0039
19	35880523	-	MA0039
19	35911543	-	MA0039
19	35967211	-	MA0039
19	35981467	+	MA0039
19	35985073	+	MA0039
19	35985078	+	MA0039
19	35992861	+	MA0039
19	35992902	+	MA0039
19	35992908	+	MA0039
19	35992946	-	MA0039
19	35993193	-	MA0039
19	36000314	+	MA0039
19	36000356	+	MA0039
19	36004849	-	MA0039
19	36004854	-	MA0039
19	36004894	+	MA0039
19	36004936	+	MA0039
19	36010367	+	MA0039
19	36020346	-	MA0039
19	36036283	+	MA0039
19	36049202	-	MA0039
19	36049214	-	MA0039
19	36119877	-	MA0039
19	36134484	-	MA0039
19	36135120	+	MA0039
19	36135374	+	MA0039
19	36135379	+	MA0039
19	36164251	-	MA0039
19	36164273	-	MA0039
19	36164298	+	MA0039
19	36201875	-	MA0039
19	36222392	-	MA0039
19	36222424	-	MA0039
19	36231554	+	MA0039
19	36235691	+	MA0039
19	36236577	+	MA0039
19	36239709	-	MA0039
19	36249023	-	MA0039
19	36266321	-	MA0039
19	36266325	-	MA0039
19	36274730	-	MA0039
19	36333832	+	MA0039
19	36334921	-	MA0039
19	36334973	-	MA0039
19	36334977	-	MA0039
19	36336421	-	MA0039
19	36337359	+	MA0039
19	36360718	-	MA0039
19	36361035	-	MA0039
19	36370843	-	MA0039
19	36389892	-	MA0039
19	36390606	+	MA0039
19	36394664	+	MA0039
19	36394785	+	MA0039
19	36394798	+	MA0039
19	36394823	-	MA0039
19	36422472	-	MA0039
19	36422505	+	MA0039
19	36422536	-	MA0039
19	36427197	-	MA0039
19	36473388	-	MA0039
19	36476105	+	MA0039
19	36499587	-	MA0039
19	36532847	-	MA0039
19	36552624	-	MA0039
19	36582246	+	MA0039
19	36582256	+	MA0039
19	36584877	+	MA0039
19	36592831	-	MA0039
19	36605826	-	MA0039
19	36606896	-	MA0039
19	36628038	-	MA0039
19	36628043	-	MA0039
19	36630875	-	MA0039
19	36631482	+	MA0039
19	36631789	+	MA0039
19	36631851	-	MA0039
19	36632147	-	MA0039
19	36632191	-	MA0039
19	36643292	+	MA0039
19	36704860	+	MA0039
19	36705499	+	MA0039
19	36706215	-	MA0039
19	36980354	+	MA0039
19	37019585	-	MA0039
19	37020114	-	MA0039
19	37064514	-	MA0039
19	37340737	+	MA0039
19	37340798	+	MA0039
19	37341261	-	MA0039
19	37464164	-	MA0039
19	37468552	+	MA0039
19	37468582	-	MA0039
19	37664651	-	MA0039
19	37812945	+	MA0039
19	37825513	+	MA0039
19	37825518	+	MA0039
19	37861778	+	MA0039
19	37958390	+	MA0039
19	37958395	+	MA0039
19	37959919	+	MA0039
19	38146312	+	MA0039
19	38146318	+	MA0039
19	38146694	+	MA0039
19	38146699	+	MA0039
19	38210726	-	MA0039
19	38345932	-	MA0039
19	38389598	+	MA0039
19	38480646	+	MA0039
19	38481250	+	MA0039
19	38482537	+	MA0039
19	38490200	-	MA0039
19	38490230	-	MA0039
19	38625869	-	MA0039
19	38625911	-	MA0039
19	38625923	+	MA0039
19	38626385	-	MA0039
19	38635667	-	MA0039
19	38635669	-	MA0039
19	38636441	+	MA0039
19	38653026	+	MA0039
19	38684929	+	MA0039
19	38694944	+	MA0039
19	38694949	+	MA0039
19	38701448	+	MA0039
19	38701453	+	MA0039
19	38708178	-	MA0039
19	38714839	-	MA0039
19	38714844	-	MA0039
19	38715104	+	MA0039
19	38747324	-	MA0039
19	38755000	+	MA0039
19	38755005	+	MA0039
19	38755936	-	MA0039
19	38758076	-	MA0039
19	38794790	-	MA0039
19	38806219	-	MA0039
19	38810321	+	MA0039
19	38810368	+	MA0039
19	38852974	+	MA0039
19	38856907	+	MA0039
19	38865142	-	MA0039
19	38865151	-	MA0039
19	38874048	-	MA0039
19	38878344	+	MA0039
19	38878993	+	MA0039
19	38880209	-	MA0039
19	38881166	-	MA0039
19	38894465	-	MA0039
19	38894507	-	MA0039
19	38908593	-	MA0039
19	38908623	-	MA0039
19	38908628	-	MA0039
19	38908911	-	MA0039
19	38925380	+	MA0039
19	38925400	-	MA0039
19	38925402	-	MA0039
19	38925420	-	MA0039
19	38979625	-	MA0039
19	38997837	-	MA0039
19	39035010	+	MA0039
19	39070093	-	MA0039
19	39091960	+	MA0039
19	39109778	+	MA0039
19	39127683	+	MA0039
19	39127694	+	MA0039
19	39127701	+	MA0039
19	39127711	+	MA0039
19	39132600	+	MA0039
19	39138063	+	MA0039
19	39140468	-	MA0039
19	39140978	-	MA0039
19	39140984	-	MA0039
19	39143029	-	MA0039
19	39177315	+	MA0039
19	39198299	-	MA0039
19	39209992	+	MA0039
19	39210474	-	MA0039
19	39260582	-	MA0039
19	39283418	+	MA0039
19	39283644	-	MA0039
19	39327681	-	MA0039
19	39341044	+	MA0039
19	39342560	-	MA0039
19	39342625	-	MA0039
19	39343214	+	MA0039
19	39353110	+	MA0039
19	39360574	+	MA0039
19	39368709	-	MA0039
19	39371598	+	MA0039
19	39390423	-	MA0039
19	39440405	+	MA0039
19	39465454	-	MA0039
19	39465726	-	MA0039
19	39465727	-	MA0039
19	39522435	+	MA0039
19	39523198	+	MA0039
19	39523258	+	MA0039
19	39544593	+	MA0039
19	39544598	+	MA0039
19	39569526	+	MA0039
19	39602274	-	MA0039
19	39602945	-	MA0039
19	39613391	+	MA0039
19	39613745	-	MA0039
19	39627472	-	MA0039
19	39647111	-	MA0039
19	39647168	-	MA0039
19	39647177	+	MA0039
19	39657649	-	MA0039
19	39678477	-	MA0039
19	39688626	-	MA0039
19	39688631	-	MA0039
19	39688636	-	MA0039
19	39723591	+	MA0039
19	39745276	+	MA0039
19	39798133	+	MA0039
19	39798139	+	MA0039
19	39832610	-	MA0039
19	39832631	-	MA0039
19	39832919	+	MA0039
19	39832968	+	MA0039
19	39853500	-	MA0039
19	39877505	+	MA0039
19	39879697	+	MA0039
19	39889429	+	MA0039
19	39893551	+	MA0039
19	39896287	-	MA0039
19	39897106	+	MA0039
19	39897112	+	MA0039
19	39897769	+	MA0039
19	39897795	-	MA0039
19	39898333	-	MA0039
19	39900958	+	MA0039
19	39900964	+	MA0039
19	39901680	+	MA0039
19	39902180	+	MA0039
19	39902909	+	MA0039
19	39962881	-	MA0039
19	39971407	+	MA0039
19	39980605	-	MA0039
19	40030984	-	MA0039
19	40037230	-	MA0039
19	40073581	-	MA0039
19	40073643	+	MA0039
19	40129055	-	MA0039
19	40129117	+	MA0039
19	40170364	-	MA0039
19	40228750	-	MA0039
19	40309155	+	MA0039
19	40320442	-	MA0039
19	40324642	+	MA0039
19	40324652	+	MA0039
19	40324935	+	MA0039
19	40336397	+	MA0039
19	40337791	-	MA0039
19	40337795	-	MA0039
19	40447311	-	MA0039
19	40476834	+	MA0039
19	40476863	+	MA0039
19	40498661	-	MA0039
19	40498695	-	MA0039
19	40572227	-	MA0039
19	40671607	+	MA0039
19	40696834	+	MA0039
19	40722910	-	MA0039
19	40730834	+	MA0039
19	40781143	+	MA0039
19	40791132	+	MA0039
19	40791142	+	MA0039
19	40854210	+	MA0039
19	40854261	+	MA0039
19	40863415	+	MA0039
19	40866154	+	MA0039
19	40866182	+	MA0039
19	40869213	+	MA0039
19	40898923	-	MA0039
19	40909474	+	MA0039
19	40909516	+	MA0039
19	40909891	-	MA0039
19	40923132	+	MA0039
19	40923144	-	MA0039
19	40931964	+	MA0039
19	40940047	+	MA0039
19	40940067	-	MA0039
19	40949244	+	MA0039
19	40950423	-	MA0039
19	40950442	-	MA0039
19	40951914	+	MA0039
19	40970432	-	MA0039
19	40971759	-	MA0039
19	41020687	-	MA0039
19	41035110	-	MA0039
19	41035116	-	MA0039
19	41035368	-	MA0039
19	41076092	+	MA0039
19	41076717	-	MA0039
19	41076759	-	MA0039
19	41082188	-	MA0039
19	41082205	+	MA0039
19	41108341	+	MA0039
19	41108362	-	MA0039
19	41108457	+	MA0039
19	41109262	-	MA0039
19	41109817	+	MA0039
19	41109839	+	MA0039
19	41113707	+	MA0039
19	41115732	-	MA0039
19	41115793	+	MA0039
19	41115809	+	MA0039
19	41115962	+	MA0039
19	41115968	+	MA0039
19	41119712	-	MA0039
19	41119759	-	MA0039
19	41120647	+	MA0039
19	41133919	-	MA0039
19	41169024	-	MA0039
19	41169254	-	MA0039
19	41169259	-	MA0039
19	41193551	+	MA0039
19	41193609	+	MA0039
19	41195706	-	MA0039
19	41196729	+	MA0039
19	41221605	+	MA0039
19	41222860	-	MA0039
19	41222865	-	MA0039
19	41222918	-	MA0039
19	41224876	-	MA0039
19	41255932	-	MA0039
19	41284129	-	MA0039
19	41284365	-	MA0039
19	41284387	-	MA0039
19	41284430	-	MA0039
19	41284606	-	MA0039
19	41304143	+	MA0039
19	41304751	-	MA0039
19	41305299	-	MA0039
19	41305306	-	MA0039
19	41305312	-	MA0039
19	41305356	-	MA0039
19	41305357	-	MA0039
19	41305362	-	MA0039
19	41305368	-	MA0039
19	41305691	+	MA0039
19	41308271	+	MA0039
19	41309835	-	MA0039
19	41309840	-	MA0039
19	41312818	+	MA0039
19	41466546	-	MA0039
19	41589586	+	MA0039
19	41682131	-	MA0039
19	41699720	-	MA0039
19	41700030	-	MA0039
19	41713484	-	MA0039
19	41713505	+	MA0039
19	41713548	+	MA0039
19	41729524	-	MA0039
19	41731749	-	MA0039
19	41745446	+	MA0039
19	41745496	+	MA0039
19	41745521	+	MA0039
19	41768288	-	MA0039
19	41815313	+	MA0039
19	41816292	-	MA0039
19	41816296	-	MA0039
19	41830959	-	MA0039
19	41830964	-	MA0039
19	41831015	-	MA0039
19	41833786	-	MA0039
19	41833824	+	MA0039
19	41850318	+	MA0039
19	41856655	+	MA0039
19	41857304	+	MA0039
19	41857319	-	MA0039
19	41857352	-	MA0039
19	41883096	-	MA0039
19	41892501	-	MA0039
19	41947736	-	MA0039
19	42231936	+	MA0039
19	42257253	-	MA0039
19	42278569	-	MA0039
19	42379632	+	MA0039
19	42390947	+	MA0039
19	42392100	+	MA0039
19	42408680	-	MA0039
19	42417188	+	MA0039
19	42417193	+	MA0039
19	42425205	-	MA0039
19	42425911	-	MA0039
19	42425952	+	MA0039
19	42431943	+	MA0039
19	42433345	+	MA0039
19	42433346	+	MA0039
19	42437034	-	MA0039
19	42440428	-	MA0039
19	42462752	-	MA0039
19	42580005	+	MA0039
19	42582040	-	MA0039
19	42582485	-	MA0039
19	42596080	+	MA0039
19	42597532	-	MA0039
19	42637433	-	MA0039
19	42701327	+	MA0039
19	42701339	+	MA0039
19	42701708	+	MA0039
19	42701714	+	MA0039
19	42701721	+	MA0039
19	42704074	+	MA0039
19	42704093	+	MA0039
19	42704326	+	MA0039
19	42704359	+	MA0039
19	42705889	+	MA0039
19	42705898	+	MA0039
19	42707048	+	MA0039
19	42710395	+	MA0039
19	42735079	+	MA0039
19	42757494	-	MA0039
19	42757564	+	MA0039
19	42757575	+	MA0039
19	42758277	-	MA0039
19	42772583	-	MA0039
19	42772657	-	MA0039
19	42774840	-	MA0039
19	42785719	-	MA0039
19	42785720	-	MA0039
19	42787680	-	MA0039
19	42800318	-	MA0039
19	42806838	-	MA0039
19	42829830	-	MA0039
19	42854078	+	MA0039
19	42862386	+	MA0039
19	42891103	+	MA0039
19	42891693	-	MA0039
19	42926025	-	MA0039
19	42938873	+	MA0039
19	42938877	+	MA0039
19	42959899	+	MA0039
19	42960209	-	MA0039
19	43002052	-	MA0039
19	43012986	-	MA0039
19	43167080	-	MA0039
19	43942748	-	MA0039
19	43942790	+	MA0039
19	43943489	+	MA0039
19	43950721	+	MA0039
19	43967509	+	MA0039
19	43967991	-	MA0039
19	43968002	-	MA0039
19	43968007	-	MA0039
19	43968364	-	MA0039
19	43968369	-	MA0039
19	43975473	-	MA0039
19	43979513	+	MA0039
19	43979553	-	MA0039
19	44008701	+	MA0039
19	44008738	+	MA0039
19	44031411	-	MA0039
19	44031416	-	MA0039
19	44038200	+	MA0039
19	44038227	-	MA0039
19	44079689	-	MA0039
19	44097704	-	MA0039
19	44097766	+	MA0039
19	44101750	-	MA0039
19	44130493	+	MA0039
19	44130497	+	MA0039
19	44130536	+	MA0039
19	44144303	-	MA0039
19	44144382	-	MA0039
19	44172661	+	MA0039
19	44172722	+	MA0039
19	44172963	+	MA0039
19	44179777	+	MA0039
19	44183932	-	MA0039
19	44188332	-	MA0039
19	44204268	-	MA0039
19	44208609	-	MA0039
19	44243325	+	MA0039
19	44245452	-	MA0039
19	44259357	-	MA0039
19	44269648	-	MA0039
19	44270749	+	MA0039
19	44270824	+	MA0039
19	44270829	+	MA0039
19	44281588	+	MA0039
19	44281589	+	MA0039
19	44283593	+	MA0039
19	44285508	+	MA0039
19	44306648	+	MA0039
19	44324611	+	MA0039
19	44324683	+	MA0039
19	44439500	+	MA0039
19	44455319	-	MA0039
19	44455564	-	MA0039
19	44576844	-	MA0039
19	44576874	+	MA0039
19	44670014	-	MA0039
19	45036834	+	MA0039
19	45056954	-	MA0039
19	45105567	-	MA0039
19	45147573	+	MA0039
19	45172843	+	MA0039
19	45172845	+	MA0039
19	45192690	+	MA0039
19	45195371	+	MA0039
19	45195401	+	MA0039
19	45225482	+	MA0039
19	45244655	+	MA0039
19	45245360	-	MA0039
19	45248773	-	MA0039
19	45250678	+	MA0039
19	45250893	+	MA0039
19	45250894	+	MA0039
19	45250914	+	MA0039
19	45250941	-	MA0039
19	45251808	-	MA0039
19	45256645	+	MA0039
19	45256647	+	MA0039
19	45257542	-	MA0039
19	45257748	+	MA0039
19	45257792	+	MA0039
19	45258840	+	MA0039
19	45261204	+	MA0039
19	45273972	-	MA0039
19	45273992	-	MA0039
19	45279874	+	MA0039
19	45316855	+	MA0039
19	45316867	+	MA0039
19	45348147	+	MA0039
19	45349214	-	MA0039
