chr	tss	strand	gene
2	170440850	+	PPIG
2	170550943	-	CCDC173
2	170550975	+	PHOSPHO2
2	170550998	+	KLHL23
2	170648443	+	SSB
2	170681441	-	METTL5
2	170683968	+	UBR3
2	171034655	+	MYO3B
2	171571077	-	LINC01124
2	171571861	+	SP5
2	171640296	+	ERICH2
2	171669723	+	GAD1
2	171784974	+	GORASP2
2	172087824	-	TLK1
2	172291312	-	METTL8
2	172290727	+	DCAF17
2	172378757	+	CYBRD1
2	172543919	+	DYNC1I2
2	172567314	-	AC068039.1
2	172864766	-	SLC25A12
2	172778958	+	HAT1
2	172864490	+	METAP1D
2	172949468	+	DLX1
2	172967628	-	DLX2
2	173292082	+	ITGA6
2	173420101	+	PDK1
2	173600002	+	RAPGEF4
2	173940163	+	MLTK
2	174219548	+	CDCA7
2	174830430	-	SP3
2	175113426	-	OLA1
2	175199674	+	SP9
2	175202151	-	AC018470.1
2	175260443	-	CIR1
2	175260458	+	SCRN3
2	175351822	-	GPR155
2	175547644	-	WIPF1
2	175629200	-	CHRNA1
2	175870097	-	CHN1
2	176033110	-	ATF2
2	176049335	-	ATP5G3
2	176867567	-	KIAA1715
2	176948641	-	EVX2
2	176957619	+	HOXD13
2	176964458	+	HOXD12
2	176968944	+	HOXD11
2	176973518	+	HOXD10
2	176987088	+	HOXD9
2	176994422	+	HOXD8
2	177001340	+	HOXD3
2	177015950	+	HOXD4
2	177053307	+	HOXD1
2	177134123	+	MTX2
2	178077291	+	HNRNPA3
2	178257425	-	NFE2L2
2	178257372	+	AGPS
2	178417742	-	TTC30B
2	178483694	-	TTC30A
2	178973066	-	PDE11A
2	178977151	+	RBM45
2	179059208	+	OSBPL6
2	179316239	-	PRKRA
2	179316163	+	DFNB59
2	179343327	-	FKBP7
2	179345195	+	PLEKHA3
2	179695529	-	TTN
2	179914813	-	CCDC141
2	180129517	-	SESTD1
2	180726232	-	ZNF385B
2	180871840	-	CWC22
2	181831975	+	UBE2E3
2	182321929	+	ITGA4
2	182545392	-	CERKL
2	182545603	-	NEUROD1
2	182756560	+	SSFA2
2	182818968	+	PPP1R1C
2	183387919	-	PDE1A
2	183580999	+	DNAJC10
2	183731890	-	FRZB
2	183903586	-	NCKAP1
2	183943287	+	DUSP19
2	183982241	+	NUP35
2	185463093	+	ZNF804A
2	186603355	+	FSIP2
2	187350883	+	ZC3H15
2	187361840	+	AC018867.1
2	187367356	-	AC018867.2
2	187454792	+	ITGAV
2	187558698	+	FAM171B
2	187713935	-	ZSWIM2
2	188313187	-	CALCRL
2	188430487	-	TFPI
2	189156396	+	GULP1
2	189654831	-	DIRC1
2	189839046	+	COL3A1
2	190044605	-	COL5A2
2	190306159	+	WDR75
2	190448484	-	SLC40A1
2	190526111	+	ASNSD1
2	190539016	+	ANKAR
2	190627953	-	OSGEPL1
2	190649097	-	ORMDL1
2	190643157	-	AC013468.1
2	190649107	+	PMS1
2	190744335	+	C2orf88
2	190927455	-	MSTN
2	191208919	-	HIBCH
2	191208196	+	INPP1
2	191273081	+	MFSD6
2	191399448	-	TMEM194B
2	191511472	+	NAB1
2	191745553	+	GLS
2	191885686	-	STAT1
2	192016322	-	STAT4
2	192109911	+	MYO1B
2	192542794	+	NABP1
2	192711981	-	SDPR
2	193060435	-	TMEFF2
2	196440701	+	SLC39A10
2	196933536	-	DNAH7
2	197041227	-	STK17B
2	197458416	-	HECW2
2	197504278	+	CCDC150
2	197664449	-	GTF3C3
2	197675000	-	C2orf66
2	197792520	-	PGAP1
2	198175897	-	ANKRD44
2	198299815	-	SF3B1
2	198318147	+	COQ10B
2	198381461	-	HSPD1
2	198364718	+	HSPE1
2	198365137	+	HSPE1-MOB4
2	198380295	+	MOB4
2	198540769	-	RFTN2
2	198557830	+	AC011997.1
2	198570087	+	MARS2
2	198651486	-	BOLL
2	198669426	+	PLCL1
2	200335989	-	SATB2
2	200715896	-	FTCDNL1
2	200775979	+	C2orf69
2	200820459	-	TYW5
2	200820040	+	C2orf47
2	201170604	+	SPATS2L
2	201384507	-	KCTD18
2	201374731	+	SGOL2
2	201450591	+	AOX1
2	201675317	+	BZW1
2	201729422	-	CLK1
2	201754026	-	PPIL3
2	201754050	+	NIF3L1
2	201828403	-	ORC2
2	201936394	-	FAM126B
2	201936156	+	NDUFB3
2	201980827	+	CFLAR
2	202047604	+	CASP10
2	202098166	+	CASP8
2	202222121	-	ALS2CR12
2	202316302	-	TRAK2
2	202252581	+	STRADB
2	202483901	-	ALS2CR11
2	202508293	-	TMEM237
2	202563417	-	MPP4
2	202645912	-	ALS2
2	202655184	+	CDK15
2	202899310	+	FZD7
2	202937978	+	AC079354.1
2	203103331	-	SUMO1
2	203104292	+	AC079354.2
2	203130439	+	NOP58
2	203241659	+	BMPR2
2	203499901	+	FAM117B
2	203736708	-	ICA1L
2	203879521	-	WDR12
2	203776937	+	CARF
2	203879602	+	NBEAL1
2	204103663	+	CYP20A1
2	204192942	+	ABI2
2	204400133	-	RAPH1
2	204571198	+	CD28
2	204732509	+	CTLA4
2	204801471	+	ICOS
2	205410516	+	PARD3B
2	206546714	+	NRP2
2	206951027	-	INO80D
2	207024327	-	NDUFS1
2	207024309	+	EEF1B2
2	207082771	-	GPR1
2	207139387	+	ZDBF2
2	207220463	+	AC017081.1
2	207308263	+	ADAM23
2	207583120	-	DYTN
2	207630271	-	MDH1B
2	207630081	+	FASTKD2
2	207804278	+	CPO
2	208031991	-	KLF7
2	208394461	+	CREB1
2	208490652	-	METTL21A
2	208576264	+	CCNYL1
2	208634287	-	FZD5
2	208890284	-	PLEKHM3
2	208989225	-	CRYGD
2	208994554	-	CRYGC
2	209010892	-	CRYGB
2	209028300	-	CRYGA
2	209054797	-	C2orf80
2	209130798	-	IDH1
2	209130991	+	PIKFYVE
2	209224438	+	PTH2R
2	210288782	+	MAP2
2	210636717	+	UNC80
2	210867289	+	RPE
2	211036107	-	KANSL1L
2	211090215	-	ACADL
2	211179914	-	MYL1
2	211342376	-	LANCL1
2	211342406	+	CPS1
2	213403565	-	ERBB4
2	214017151	-	IKZF2
2	214149113	+	SPAG16
2	215275789	+	VWC2L
2	215674428	-	BARD1
2	216003151	-	ABCA12
2	216176540	+	ATIC
2	216300895	-	FN1
2	216898819	-	MREG
2	216947678	-	PECR
2	216946589	+	TMEM169
2	216972187	+	XRCC5
2	217236750	-	MARCH4
2	217277137	+	SMARCAL1
2	217362912	+	RPL37A
2	217497551	+	IGFBP2
2	217560248	-	IGFBP5
2	217724787	-	TNP1
2	217735495	+	AC007557.1
2	218621316	-	DIRC3
2	218867718	-	TNS1
2	218899683	+	RUFY4
2	218990012	+	CXCR2
2	219031718	-	CXCR1
2	219081817	+	ARPC2
2	219124219	+	GPBAR1
2	219134980	-	AAMP
2	219135115	+	PNKD
2	219157309	-	TMBIM1
2	219221579	+	C2orf62
2	219246752	+	SLC11A1
2	219262979	+	CTDSP1
2	219283815	+	VIL1
2	219433084	-	USP37
2	219433303	+	RQCD1
2	219472488	+	PLCD4
2	219524378	-	ZNF142
2	219523487	+	BCS1L
2	219537134	-	RNF25
2	219536749	+	STK36
2	219575568	+	TTLL4
2	219646472	+	CYP27A1
2	219696809	-	PRKAG3
2	219724544	+	WNT6
2	219745085	+	WNT10A
2	219824377	+	CDK5R2
2	219850379	-	FEV
2	219858143	-	CRYBA2
2	219906249	-	CCDC108
2	219925189	-	IHH
2	220025587	-	NHEJ1
2	220035549	-	SLC23A3
2	220042828	-	CNPPD1
2	220040947	+	FAM134A
2	220059959	+	ZFAND2B
2	220083712	-	ABCB6
2	220094439	-	ATG9A
2	220094479	+	ANKZF1
2	220110200	-	GLB1L
2	220110177	+	STK16
2	220142892	-	TUBA4A
2	220143989	+	DNAJB2
2	220174370	-	PTPRN
2	220197899	-	RESP18
2	220264744	-	DNPEP
2	220283099	+	DES
2	220299568	+	SPEG
2	220363589	+	GMPPA
2	220378892	+	ASIC4
2	220408509	-	CHPF
2	220408385	+	TMEM198
2	220436581	-	OBSL1
2	220433884	+	INHA
2	220462582	+	STK11IP
2	220492049	+	SLC4A3
2	222438922	-	EPHA4
2	223163715	-	PAX3
2	223162866	+	CCDC140
2	223289236	+	SGPP2
2	223521056	-	FARSB
2	223536505	+	MOGAT1
2	223725652	+	ACSL3
2	223916532	+	KCNE4
2	224467221	-	SCG2
2	224702744	-	AP1S3
2	224810104	-	WDFY1
2	224822121	+	MRPL44
2	224904036	-	SERPINE2
2	225266802	-	FAM124B
2	225450110	-	CUL3
2	225907162	-	DOCK10
2	226265364	+	NYAP2
2	227664475	-	IRS1
2	227700297	+	RHBDD1
2	228028829	-	COL4A4
2	228029281	+	COL4A3
2	228189867	+	MFF
2	228246711	-	TM4SF20
2	228336868	+	AGFG1
2	228498036	-	C2orf83
2	228582728	-	SLC19A3
2	228678558	+	CCL20
2	228735770	+	DAW1
2	229046361	-	SPHKAP
2	230136001	-	PID1
2	230579274	-	DNER
2	230787955	-	TRIP12
2	230787018	+	FBXO36
2	230933715	-	SLC16A14
2	231090444	-	SP110
2	231067826	+	SP140
2	231191899	+	SP140L
2	231280657	+	SP100
2	231577560	+	CAB39
2	231729354	+	ITM2C
2	231825781	-	GPR55
2	231860836	+	SPATA3
2	231902205	+	C2orf72
2	231921578	+	PSMD1
2	231989832	-	HTR2B
2	232063260	+	ARMC9
2	232260254	+	B3GNT7
2	232316906	+	AC017104.2
2	232348352	-	NCL
2	232395206	-	NMUR1
2	232457575	+	C2orf57
2	232571621	-	MGC4771
2	232571605	+	PTMA
2	232650982	-	PDE6D
2	232646381	+	COPS7B
2	232791113	-	NPPC
2	232825955	+	DIS3L2
2	233243244	+	ALPP
2	233271553	+	ALPPL2
2	233320833	+	ALPI
2	233352538	-	ECEL1
2	233385173	+	PRSS56
2	233390703	+	CHRND
2	233404437	+	CHRNG
2	233415226	-	TIGD1
2	233414762	+	EIF4E2
2	233470767	+	EFHD1
2	233562009	+	GIGYF2
2	233641278	-	KCNJ13
2	233721980	+	C2orf82
2	233877982	-	NGEF
2	233877324	+	AC106876.2
2	233897382	+	NEU2
2	233924677	+	INPP5D
2	234118697	+	ATG16L1
2	234216462	+	SAG
2	234263153	+	DGKD
2	234475428	-	USP40
2	234526291	+	UGT1A8
2	234545100	+	UGT1A10
2	234580499	+	UGT1A9
2	234590584	+	UGT1A7
2	234600253	+	UGT1A6
2	234621638	+	UGT1A5
2	234627424	+	UGT1A4
2	234637754	+	UGT1A3
2	234668894	+	UGT1A1
2	234684370	+	MROH2A
2	234763212	-	HJURP
2	234826043	+	TRPM8
2	234959323	+	SPP2
2	235405697	-	ARL4C
2	235860617	+	SH3BP4
2	236402733	+	AGAP1
2	236692031	-	AC064874.1
2	237077012	-	GBX2
2	237173052	-	ASB18
2	237416185	-	IQCA1
2	237476430	+	ACKR3
2	237993955	+	COPS8
2	238165734	+	AC112715.2
2	238323018	-	COL6A3
2	238333919	-	AC112721.1
2	238394071	+	MLPH
2	238475217	+	PRLH
2	238510257	-	RAB17
2	238499663	+	AC104667.3
2	238536219	+	LRRFIP1
2	238707032	+	RBM44
2	238767536	+	RAMP1
2	238875469	+	UBE2F
2	238875656	+	UBE2F-SCLY
2	238969530	+	SCLY
2	239008798	+	ESPNL
2	239047363	+	KLHL30
2	239067623	+	FAM132B
2	239112370	-	ILKAP
2	239140318	-	AC016757.3
2	239149303	-	HES6
2	239198743	-	PER2
2	239192329	+	AC012485.1
2	239229082	+	TRAF3IP1
2	239335383	+	ASB1
2	239756673	+	TWIST2
2	240323348	-	HDAC4
2	240084053	-	AC017028.1
2	240323130	+	AC062017.1
2	240499995	+	AC079612.1
2	240684554	+	AC093802.1
2	240964819	-	NDUFA10
2	240969906	-	OR6B2
2	240982399	-	PRR21
2	240985489	-	OR6B3
2	241053907	+	AC013469.1
2	241076224	-	MYEOV2
2	241083979	-	OTOS
2	241375088	+	GPC1
2	241396131	-	AC110619.2
2	241508626	-	ANKMY1
2	241499471	+	DUSP28
2	241505221	+	RNPEPL1
2	241526133	+	CAPN10
2	241544848	+	GPR35
2	241622323	-	AQP12B
2	241624705	-	AC011298.1
2	241631262	+	AQP12A
2	241759725	-	KIF1A
2	241807896	+	AGXT
2	241836306	-	C2orf54
2	241858202	+	AC104809.3
2	241938255	+	SNED1
2	242041747	-	MTERFD2
2	242089679	-	PASK
2	242088991	+	PPP1R7
2	242127924	+	ANO7
2	242256476	-	HDLBP
2	242167319	+	AC104841.2
2	242254515	+	SEPT2
2	242295658	+	FARP2
2	242449145	-	STK25
2	242498136	+	BOK
2	242576864	-	THAP4
2	242576628	+	ATG4B
2	242626406	-	DTYMK
2	242641450	+	ING5
2	242673994	+	D2HGDH
2	242716240	+	GAL3ST2
2	242749920	+	NEU4
2	242801060	-	PDCD1
2	242811752	+	CXXC11
2	242844702	-	AC131097.4
3	238279	+	CHL1
3	1134260	+	CNTN6
3	2140497	+	CNTN4
3	3168297	-	IL5RA
3	3168600	+	TRNT1
3	3221394	-	CRBN
3	4508965	-	SUMF1
3	3841121	+	LRRN1
3	4344988	+	SETMAR
3	4535032	+	ITPR1
3	4928977	-	AC018816.3
3	5020801	+	BHLHE40
3	5163905	+	ARL8B
3	5229982	-	AC026202.1
3	5229331	+	EDEM1
3	6811688	+	GRM7
3	8543393	+	LMCD1
3	8786726	-	SSUH2
3	8775486	+	CAV3
3	8811314	-	OXTR
3	9005457	-	RAD18
3	9404737	-	SRGAP3
3	9404526	+	THUMPD3
3	9439299	+	SETD5
3	9595486	-	LHFPL4
3	9691117	+	MTMR14
3	9745491	+	CPNE9
3	9773413	+	BRPF1
3	9791628	+	OGG1
3	9811676	-	CAMK1
3	9834695	-	TADA3
3	9834179	+	ARPC4
3	9834766	+	ARPC4-TTLL3
3	9849770	+	TTLL3
3	9886286	-	RPUSD3
3	9921938	-	CIDEC
3	9932238	+	JAGN1
3	9944296	+	IL17RE
3	9958758	+	IL17RC
3	9975506	+	CRELD1
3	9994078	-	PRRT3
3	10052800	-	EMC3
3	10068098	+	FANCD2
3	10149915	-	FANCD2OS
3	10157276	+	BRK1
3	10182692	+	VHL
3	10206549	+	IRAK2
3	10289707	+	TATDN2
3	10291056	+	RP11-438J1.1
3	10334631	-	GHRL
3	10362862	-	SEC13
3	10749716	-	ATP2B2
3	10857885	+	SLC6A11
3	11034410	+	SLC6A1
3	11178779	+	HRH1
3	11313995	+	ATG7
3	11762220	-	VGLL4
3	11888393	-	TAMM41
3	12200851	-	TIMP4
3	12328867	+	PPARG
3	12525931	+	TSEN2
3	12602558	-	C3orf83
3	12598513	+	MKRN2
3	12705725	-	RAF1
3	12810956	-	TMEM40
3	12837971	+	CAND2
3	12883087	-	RPL32
3	13114617	-	IQSEC1
3	13461809	-	NUP210
3	13521224	+	HDAC11
3	13573824	+	FBLN2
3	13921618	-	WNT7A
3	13978756	+	TPRXL
3	14166370	-	CHCHD4
3	14166440	+	TMEM43
3	14176717	+	RP11-434D12.1
3	14220283	-	XPC
3	14219858	+	LSM3
3	14444076	+	SLC6A6
3	14693271	+	CCDC174
3	14716606	+	C3orf20
3	14860469	+	FGD5
3	14989091	+	NR2C2
3	15106842	-	MRPS25
3	15140670	-	ZFYVE20
3	15247659	+	CAPN7
3	15382875	-	SH3BP5
3	15482073	-	METTL6
3	15468862	+	EAF1
3	15563258	-	COLQ
3	15643338	-	HACL1
3	15642848	+	BTD
3	15901278	-	ANKRD28
3	16216156	+	GALNT15
3	16306479	-	DPH3
3	16306706	+	OXNAD1
3	16555533	-	RFTN1
3	16711813	-	DAZL
3	16844159	+	PLCL2
3	18486309	-	TBC1D5
3	18487080	-	SATB1
3	19189946	+	KCNH8
3	19988517	-	EFHB
3	19988571	+	RAB5A
3	20053822	-	PP2D1
3	20081515	+	KAT2B
3	20227784	-	SGOL1
3	22414812	-	ZNF385D
3	23244511	+	UBE2E2
3	23847394	+	UBE2E1
3	23988082	-	NKIRAS1
3	23958036	+	RPL15
3	23986751	+	NR1D2
3	24536773	-	THRB
3	25215823	+	RARB
3	25706398	-	TOP2B
3	25831530	-	NGLY1
3	25824408	+	OXSM
3	25915191	-	LINC00692
3	26664297	+	LRRC3B
3	27410951	-	NEK10
3	27525911	-	SLC4A7
3	27764206	-	EOMES
3	28283075	+	CMC1
3	28390618	-	AZI2
3	28390637	+	ZCWPW2
3	29322473	+	RBMS3
3	30647994	+	TGFBR2
3	30936257	-	GADL1
3	31574130	+	STT3B
3	32119072	-	OSBPL10
3	32023263	+	ZNF860
3	32147181	+	GPD1L
3	32280171	+	CMTM8
3	32433163	+	CMTM7
3	32544900	-	CMTM6
3	32612366	-	DYNC1LI1
3	32726637	+	CNOT10
3	32859510	+	TRIM71
3	32993066	+	CCR4
3	33138722	-	GLB1
3	33138293	-	TMPPE
3	33155471	+	CRTAP
3	33260707	-	SUSD5
3	33318517	+	FBXL2
3	33482863	-	UBP1
3	33759848	-	CLASP2
3	33839844	+	PDCD6IP
3	35680437	+	ARPP21
3	36421836	+	STAC
3	36781352	-	DCLK3
3	36986548	-	TRANK1
3	37034795	-	EPM2AIP1
3	37034823	+	MLH1
3	37225180	-	LRRFIP2
3	37284668	+	GOLGA4
3	37427760	+	C3orf35
3	37493606	+	ITGA9
3	37903451	+	CTDSPL
3	38029550	+	VILL
3	38071253	-	PLCD1
3	38080696	+	DLEC1
3	38178733	-	ACAA1
3	38179969	+	MYD88
3	38206580	+	OXSR1
3	38307303	+	SLC22A13
3	38323785	+	SLC22A14
3	38388251	+	XYLB
3	38495342	+	ACVR2B
3	38537618	+	EXOG
3	38691164	-	SCN5A
3	38835501	-	SCN10A
3	38992052	-	SCN11A
3	39093489	+	WDR48
3	39149854	-	GORASP1
3	39149152	+	TTC21A
3	39196053	-	CSRNP1
3	39234087	-	XIRP1
3	39323226	-	CX3CR1
3	39371197	+	CCR8
3	39424839	+	SLC25A38
3	39448180	+	RPSA
3	39508689	+	MOBP
3	39850405	+	MYRIP
3	40351175	+	EIF1B
3	40428647	+	ENTPD3
3	40498783	+	RPL14
3	40518604	+	ZNF619
3	40547483	+	ZNF620
3	40566369	+	ZNF621
3	41236328	+	CTNNB1
3	42003922	-	ULK4
3	42055294	+	TRAK1
3	42307699	-	CCK
3	42452092	-	LYZL4
3	42530791	+	VIPR1
3	42642572	-	SEC22C
3	42623332	+	SS18L2
3	42642106	+	NKTR
3	42695176	+	ZBTB47
3	42727011	+	KLHL40
3	42814745	-	CCDC13
3	42744319	-	HHATL
3	42846023	-	HIGD1A
3	42846244	+	ACKR2
3	42850938	+	KRBOX1
3	42850975	+	KRBOX1
3	42917633	-	CYP8B1
3	42947223	+	ZNF662
3	43020759	+	FAM198A
3	43147568	-	POMGNT2
3	43328004	+	SNRK
3	43733086	-	ANO10
3	43731605	+	ABHD5
3	44283378	+	TOPAZ1
3	44379611	+	TCAIM
3	44519162	-	ZNF445
3	44552128	-	ZNF852
3	44596685	+	ZKSCAN7
3	44607051	+	RP11-944L7.5
3	44619715	+	ZNF660
3	44626380	+	ZNF197
3	44690219	+	ZNF35
3	44754135	+	ZNF502
3	44771088	+	ZNF501
3	44803154	-	KIAA1143
3	44803209	+	KIF15
3	44903361	+	TMEM42
3	44916100	+	TGM4
3	45017677	-	ZDHHC3
3	45016733	+	EXOSC7
3	45043040	+	CLEC3B
3	45187914	-	CDCP1
3	45267770	-	TMEM158
3	45429998	+	LARS2
3	45596886	+	LIMD1
3	45730548	+	SACM1L
3	45838027	-	SLC6A20
3	45957534	-	LZTFL1
3	45927996	+	CCR9
3	46037316	-	FYCO1
3	45982425	+	CXCR6
3	46069234	-	XCR1
3	46205096	+	CCR3
3	46249887	-	CCR1
3	46395225	+	CCR2
3	46411633	+	CCR5
3	46448654	+	CCRL2
3	46526724	-	LTF
3	46538981	+	RTP3
3	46621589	-	LRRC2
3	46598888	+	LUZPP1
3	46616045	+	TDGF1
3	46735194	-	ALS2CL
3	46742823	+	TMIE
3	46854064	-	PRSS50
3	46777919	-	PRSS46
3	46854048	-	PRSS45
3	46875585	-	PRSS42
3	46923659	-	MYL3
3	46919236	+	PTH1R
3	46930171	-	AC109583.1
3	47023500	-	CCDC12
3	47021173	+	NBEAL2
3	47205457	-	SETD2
3	47324941	-	KIF9
3	47324407	+	KLHL18
3	47422501	+	PTPN23
3	47518616	-	SCAP
3	47555251	-	ELP6
3	47622282	-	CSPG5
3	47823596	-	SMARCC1
3	47844399	+	DHX30
3	48130769	-	MAP4
3	48229892	-	CDC25A
3	48264837	+	CAMP
3	48282590	+	ZNF589
3	48343175	-	NME6
3	48369831	-	SPINK8
3	48413709	+	FBXW12
3	48471594	-	PLXNB1
3	48481866	-	CCDC51
3	48481667	+	TMA7
3	48488114	+	ATRIP
3	48506445	+	TREX1
3	48542259	-	SHISA5
3	48599448	-	PFKFB4
3	48601206	-	UCN2
3	48632700	-	COL7A1
3	48648409	-	UQCRC1
3	48659288	-	TMEM89
3	48672926	-	SLC26A6
3	48700348	-	CELSR3
3	48723797	-	NCKIPSD
3	48777786	-	IP6K2
3	48885279	-	PRKAR2A
3	48936426	-	SLC25A20
3	48956818	-	ARIH2OS
3	48956254	+	ARIH2
3	49027319	+	P4HTM
3	49044495	+	WDR6
3	49059726	-	DALRD3
3	49057892	+	NDUFAF3
3	49066841	-	IMPDH2
3	49131796	-	QRICH1
3	49142553	-	QARS
3	49158371	-	USP19
3	49170551	-	LAMB2
3	49203754	-	CCDC71
3	49209044	+	KLHDC8B
3	49229291	-	C3orf84
3	49235861	+	CCDC36
3	49297518	+	RP11-3B7.1
3	49315342	-	C3orf62
3	49378145	-	USP4
3	49396033	-	GPX1
3	49450431	-	RHOA
3	49449639	+	TCTA
3	49460186	-	AMT
3	49466759	-	NICN1
3	49506146	+	DAG1
3	49591922	+	BSN
3	49711435	+	APEH
3	49726934	-	MST1
3	49726932	+	RNF123
3	49761349	-	AMIGO3
3	49761384	-	GMPPB
3	49823975	-	IP6K1
3	49837268	-	CDHR4
3	49840687	+	FAM212A
3	49851379	-	UBA7
3	49894007	-	TRAIP
3	49907655	-	CAMKV
3	49941299	-	MST1R
3	49941278	+	CTD-2330K9.3
3	49967606	-	MON1A
3	49977440	+	RBM6
3	50126341	+	RBM5
3	50192478	+	SEMA3F
3	50229045	+	GNAT1
3	50263724	+	GNAI2
3	50316458	+	LSMEM2
3	50330349	-	IFRD2
3	50336899	-	HYAL3
3	50336852	-	NAT6
3	50349812	-	HYAL1
3	50360337	-	HYAL2
3	50365682	-	TUSC2
3	50378411	-	RASSF1
3	50384283	-	ZMYND10
3	50388522	-	NPRL2
3	50388126	+	CYB561D2
3	50388323	+	XXcos-LUCA11.5
3	50397041	-	TMEM115
3	50541675	-	CACNA2D2
3	50608458	-	C3orf18
3	50606583	+	HEMK1
3	50649262	-	CISH
3	50648951	+	MAPKAPK3
3	50712672	+	DOCK3
3	51422478	+	MANF
3	51428731	+	RBM15B
3	51534010	-	VPRBP
3	51575160	+	RAD54L2
3	51696709	+	TEX264
3	51741086	+	GRM2
3	51813009	-	IQCF6
3	51851620	+	IQCF3
3	51895645	+	IQCF2
3	51909600	-	IQCF5
3	51937351	-	IQCF1
3	51975957	-	RRP9
3	51976361	+	PARP3
3	51989330	+	GPR62
3	52002426	-	PCBP4
3	52008032	-	RP11-155D18.14
3	52017425	-	ABHD14B
3	52005442	+	ABHD14A
3	52009066	+	ACY1
3	52009066	+	ABHD14A-ACY1
3	52029958	-	RPL29
3	52090566	-	DUSP7
3	52097567	-	LINC00696
3	52188706	-	POC1A
3	52232102	+	ALAS1
3	52273183	-	TLR9
3	52265206	-	TLR9
3	52273276	-	TWF2
3	52279841	+	PPM1M
3	52322036	-	WDR82
3	52321105	+	GLYCTK
3	52350335	+	DNAH1
3	52444366	-	BAP1
3	52444673	+	PHF7
3	52479101	-	SEMA3G
3	52488086	-	TNNC1
3	52489134	+	NISCH
3	52529354	+	STAB1
3	52569070	-	NT5DC2
3	52568029	+	SMIM4
3	52719933	-	PBRM1
3	52715172	+	GNL3
3	52740048	-	GLT8D1
3	52738971	+	SPCS1
3	52804965	-	NEK4
3	52811603	+	ITIH1
3	52828784	+	ITIH3
3	52865495	-	ITIH4
3	52869745	-	RP5-966M1.6
3	52869235	-	MUSTN1
3	52931578	-	TMEM110-MUSTN1
3	52931612	-	TMEM110
3	53080766	-	SFMBT1
3	53133469	-	RP11-894J14.5
3	53164478	-	RFT1
3	53190025	+	PRKCD
3	53290068	-	TKT
3	53381654	-	DCP1A
3	53528683	+	CACNA1D
3	53880417	-	CHDH
3	53880607	+	IL17RB
3	53916229	-	ACTR8
3	53926015	-	SELK
3	54156574	+	CACNA2D3
3	55001115	-	LRTM1
3	55523973	-	WNT5A
3	56502391	-	ERC2
3	56591189	+	CCDC66
3	56717265	-	FAM208A
3	57113357	-	ARHGEF3
3	57094469	+	SPATA12
3	57204334	-	IL17RD
3	57260549	-	HESX1
3	57261765	+	APPL1
3	57326710	-	ASB14
3	57530071	-	DNAH12
3	57542003	+	PDE12
3	57583947	-	ARF4
3	57678816	-	DENND6A
3	57741177	+	SLMAP
3	57994127	+	FLNB
3	58200424	-	DNASE1L3
3	58223233	+	ABHD6
3	58291974	+	RPP14
3	58303341	+	RPP14
3	58318607	+	PXK
3	58419584	-	PDHB
3	58477841	+	KCTD6
3	58523046	-	ACOX2
3	58613337	-	FAM107A
3	58652575	-	FAM3D
3	59035810	-	C3orf67
3	61237133	-	FHIT
3	59957583	-	NPCDR1
3	61547243	+	PTPRG
3	62304648	+	C3orf14
3	62359999	-	FEZF2
3	62861054	-	CADPS
3	63213991	+	SYNPR
3	63638344	+	SNTN
3	63805038	+	C3orf49
3	63849579	-	THOC7
3	63850233	+	ATXN7
3	64009658	-	PSMD6
3	64431152	-	PRICKLE2
3	64673676	-	ADAMTS9
3	66024509	-	MAGI1
3	66119285	+	SLC25A26
3	66551687	-	LRIG1
3	67048727	+	KBTBD8
3	67705038	-	SUCLG2
3	68053359	+	FAM19A1
3	68981761	-	FAM19A4
3	69063112	-	EOGT
3	69101484	-	TMF1
3	69129559	-	UBA3
3	69134095	+	ARL6IP5
3	69172183	-	LMOD3
3	69591734	-	FRMD4B
3	69788586	+	MITF
3	71633140	-	FOXP1
3	71803924	-	EIF4E3
3	71803201	+	GPR27
3	71834357	-	PROK2
3	72496069	-	RYBP
3	72911065	-	SHQ1
3	72937224	+	GXYLT2
3	73045936	+	PPP4R2
3	73110810	+	EBLN2
3	73674091	-	PDZRN3
3	74570291	-	CNTN3
3	75713481	+	FRG2C
3	75834734	-	ZNF717
3	75955846	+	ROBO2
3	79816965	-	ROBO1
3	81811312	-	GBE1
3	85008132	+	CADM2
3	87040269	-	VGLL3
3	87276421	+	CHMP2B
3	87325737	-	POU1F1
3	88039846	+	HTR1F
3	88199035	-	CGGBP1
3	88108424	+	RP11-159G9.5
3	88188254	+	ZNF654
3	88198893	+	C3orf38
3	89156674	+	EPHA3
3	93692910	-	PROS1
3	93698983	+	ARL13B
3	93747454	-	STX19
3	93782233	-	DHFRL1
3	93781760	+	NSUN3
3	96337000	-	MTRNR2L12
3	96533425	+	EPHA6
3	97483365	+	ARL6
3	97540884	+	CRYBG3
3	97595819	+	CRYBG3
3	97691301	-	MINA
3	97806017	+	OR5AC2
3	97851542	+	OR5H1
3	97868170	+	OR5H14
3	97887544	+	OR5H15
3	97983088	+	OR5H6
3	98001732	+	OR5H2
3	98072698	+	OR5K4
3	98109510	+	OR5K3
3	98188324	+	OR5K1
3	98216448	+	OR5K2
3	98241910	-	CLDND1
3	98312567	-	CPOX
3	98250743	+	GPR15
3	98451080	+	ST3GAL6
3	98620533	-	DCBLD2
3	99357319	+	COL8A1
3	99536678	+	CMSS1
3	99833357	-	FILIP1L
3	99904531	+	TMEM30C
