chr	pos	strand	regName	Quantile
11	65123192	+	HO_184914	Q1
11	65145236	+	HO_184924	Q1
11	65160352	+	HO_184937	Q1
11	65163071	+	HO_184939	Q1
11	65185328	+	HO_184948	Q1
11	65189184	+	HO_184951	Q1
11	65190483	+	HO_184952	Q1
11	65191312	+	HO_184953	Q1
11	65217257	+	HO_184964	Q1
11	65218291	+	HO_184965	Q1
11	65219656	+	HO_184966	Q1
11	65256950	+	HO_184976	Q1
11	65291734	+	HO_184985	Q1
11	65293817	+	HO_184986	Q1
11	65304948	+	HO_184989	Q1
11	65308778	+	HO_184992	Q1
11	65312813	+	HO_184998	Q1
1	954461	+	HO_185	Q1
11	65315743	+	HO_185001	Q1
11	65319366	+	HO_185003	Q1
11	65320313	+	HO_185004	Q1
11	65322564	+	HO_185007	Q1
11	65324819	+	HO_185010	Q1
11	65326331	+	HO_185011	Q1
11	65327618	+	HO_185012	Q1
11	65339181	+	HO_185018	Q1
11	65341065	+	HO_185019	Q1
11	65342751	+	HO_185020	Q1
11	65344368	+	HO_185021	Q1
11	65345624	+	HO_185022	Q1
11	65350990	+	HO_185025	Q1
11	65353713	+	HO_185026	Q1
11	65355675	+	HO_185028	Q1
11	65359166	+	HO_185031	Q1
11	65360523	+	HO_185032	Q1
11	65361667	+	HO_185033	Q1
11	65363936	+	HO_185036	Q1
11	65366376	+	HO_185039	Q1
11	65368127	+	HO_185041	Q1
11	65374355	+	HO_185048	Q1
11	65375705	+	HO_185049	Q1
11	65380619	+	HO_185052	Q1
11	65382962	+	HO_185054	Q1
11	65384604	+	HO_185055	Q1
11	65386780	+	HO_185056	Q1
11	65403615	+	HO_185065	Q1
11	65406807	+	HO_185069	Q1
11	65409318	+	HO_185071	Q1
11	65411809	+	HO_185073	Q1
11	65413246	+	HO_185074	Q1
11	65429457	+	HO_185083	Q1
11	65480120	+	HO_185089	Q1
11	65487485	+	HO_185090	Q1
1	6065700	+	HO_1851	Q1
11	65549977	+	HO_185109	Q1
1	165811401	+	HO_18511	Q1
11	65551820	+	HO_185110	Q1
11	65553367	+	HO_185111	Q1
11	65555887	+	HO_185112	Q1
11	65599850	+	HO_185118	Q1
11	65602207	+	HO_185119	Q1
11	65619573	+	HO_185126	Q1
11	65624310	+	HO_185131	Q1
11	65627631	+	HO_185133	Q1
11	65639226	+	HO_185138	Q1
11	65640979	+	HO_185139	Q1
11	65655422	+	HO_185146	Q1
11	65656540	+	HO_185147	Q1
11	65659052	+	HO_185149	Q1
1	165862206	+	HO_18516	Q1
11	65685880	+	HO_185164	Q1
11	65687866	+	HO_185165	Q1
11	65730259	+	HO_185176	Q1
11	65738795	+	HO_185179	Q1
11	65770843	+	HO_185193	Q1
11	65779050	+	HO_185196	Q1
11	65782443	+	HO_185199	Q1
11	65809370	+	HO_185212	Q1
11	65811337	+	HO_185213	Q1
11	65816187	+	HO_185216	Q1
11	65818806	+	HO_185217	Q1
11	65836930	+	HO_185224	Q1
11	65838971	+	HO_185225	Q1
11	66024462	+	HO_185243	Q1
11	66026948	+	HO_185246	Q1
11	66041734	+	HO_185251	Q1
11	66044578	+	HO_185255	Q1
11	66045182	+	HO_185256	Q1
11	66046914	+	HO_185258	Q1
11	66048463	+	HO_185259	Q1
11	66057316	+	HO_185262	Q1
11	66058622	+	HO_185263	Q1
11	66060442	+	HO_185264	Q1
11	66061557	+	HO_185265	Q1
11	66063673	+	HO_185266	Q1
11	66082909	+	HO_185272	Q1
11	66084990	+	HO_185273	Q1
11	66091386	+	HO_185278	Q1
11	66101861	+	HO_185286	Q1
11	66102885	+	HO_185287	Q1
11	66109396	+	HO_185292	Q1
11	66114157	+	HO_185296	Q1
11	66115934	+	HO_185297	Q1
1	6072359	+	HO_1853	Q1
1	166011202	+	HO_18530	Q1
11	66136545	+	HO_185305	Q1
11	66175477	+	HO_185317	Q1
11	66177553	+	HO_185319	Q1
11	66187961	+	HO_185323	Q1
11	66190888	+	HO_185327	Q1
11	66230164	+	HO_185337	Q1
11	66235190	+	HO_185340	Q1
11	66248229	+	HO_185350	Q1
11	66297056	+	HO_185358	Q1
11	66314204	+	HO_185370	Q1
11	66315410	+	HO_185371	Q1
11	66316425	+	HO_185372	Q1
11	66326533	+	HO_185377	Q1
11	66327132	+	HO_185378	Q1
11	66327926	+	HO_185379	Q1
11	66334967	+	HO_185383	Q1
11	66336527	+	HO_185384	Q1
11	66338295	+	HO_185386	Q1
11	66354867	+	HO_185391	Q1
11	66356262	+	HO_185392	Q1
11	66361091	+	HO_185393	Q1
11	66395926	+	HO_185400	Q1
11	66456142	+	HO_185408	Q1
1	166107448	+	HO_18542	Q1
11	66473300	+	HO_185423	Q1
11	66476208	+	HO_185426	Q1
11	66494542	+	HO_185433	Q1
11	66496706	+	HO_185434	Q1
11	66510991	+	HO_185436	Q1
11	66611703	+	HO_185450	Q1
11	66623193	+	HO_185458	Q1
1	166135067	+	HO_18546	Q1
11	66624991	+	HO_185460	Q1
11	66626858	+	HO_185462	Q1
11	66629338	+	HO_185464	Q1
1	166136818	+	HO_18547	Q1
11	66654077	+	HO_185473	Q1
11	66726418	+	HO_185482	Q1
11	66743132	+	HO_185488	Q1
11	66755713	+	HO_185493	Q1
11	66788989	+	HO_185501	Q1
11	66790018	+	HO_185502	Q1
11	66792194	+	HO_185503	Q1
11	66812624	+	HO_185507	Q1
11	66882046	+	HO_185540	Q1
11	66884954	+	HO_185542	Q1
11	66989829	+	HO_185553	Q1
11	67030857	+	HO_185560	Q1
11	67033301	+	HO_185564	Q1
11	67034909	+	HO_185565	Q1
11	67043030	+	HO_185571	Q1
11	67055510	+	HO_185580	Q1
11	67057455	+	HO_185581	Q1
11	67070254	+	HO_185587	Q1
11	67072231	+	HO_185588	Q1
11	67073156	+	HO_185589	Q1
11	67074574	+	HO_185590	Q1
11	67125862	+	HO_185600	Q1
11	67133637	+	HO_185602	Q1
11	67135974	+	HO_185603	Q1
11	67138460	+	HO_185605	Q1
11	67139497	+	HO_185606	Q1
11	67143529	+	HO_185609	Q1
11	67158693	+	HO_185612	Q1
11	67160091	+	HO_185614	Q1
11	67168323	+	HO_185622	Q1
11	67175004	+	HO_185629	Q1
11	67176329	+	HO_185630	Q1
11	67177987	+	HO_185631	Q1
11	67182437	+	HO_185635	Q1
11	67184147	+	HO_185636	Q1
11	67187333	+	HO_185638	Q1
11	67189142	+	HO_185639	Q1
11	67201904	+	HO_185645	Q1
11	67203081	+	HO_185646	Q1
11	67204180	+	HO_185647	Q1
11	67205161	+	HO_185648	Q1
11	67207228	+	HO_185649	Q1
11	67209990	+	HO_185651	Q1
11	67211724	+	HO_185652	Q1
11	67232944	+	HO_185666	Q1
11	67235685	+	HO_185668	Q1
11	67260299	+	HO_185676	Q1
11	67262113	+	HO_185678	Q1
11	67263323	+	HO_185679	Q1
1	166311614	+	HO_18568	Q1
11	67266463	+	HO_185683	Q1
11	67270994	+	HO_185686	Q1
11	67272327	+	HO_185687	Q1
11	67274618	+	HO_185689	Q1
11	67289231	+	HO_185695	Q1
11	67292292	+	HO_185698	Q1
11	67352170	+	HO_185709	Q1
11	67353841	+	HO_185710	Q1
11	67381942	+	HO_185716	Q1
11	67398618	+	HO_185728	Q1
11	67399431	+	HO_185729	Q1
11	67401068	+	HO_185731	Q1
11	67477354	+	HO_185754	Q1
11	67573309	+	HO_185768	Q1
11	67574055	+	HO_185769	Q1
11	67709061	+	HO_185795	Q1
11	67724134	+	HO_185800	Q1
11	67757675	+	HO_185802	Q1
11	67764711	+	HO_185806	Q1
11	67770371	+	HO_185808	Q1
11	67772744	+	HO_185810	Q1
11	67783893	+	HO_185818	Q1
11	67793114	+	HO_185823	Q1
11	67793978	+	HO_185825	Q1
11	67796956	+	HO_185828	Q1
11	67807224	+	HO_185832	Q1
11	67809248	+	HO_185833	Q1
11	67812567	+	HO_185837	Q1
11	67889623	+	HO_185852	Q1
11	67896762	+	HO_185858	Q1
11	67982745	+	HO_185873	Q1
11	68029770	+	HO_185884	Q1
11	68038941	+	HO_185886	Q1
11	68079014	+	HO_185895	Q1
11	68081489	+	HO_185896	Q1
11	68120104	+	HO_185911	Q1
11	68132361	+	HO_185916	Q1
11	68139793	+	HO_185924	Q1
11	68190105	+	HO_185938	Q1
11	68229232	+	HO_185956	Q1
11	68238196	+	HO_185957	Q1
11	68326835	+	HO_185968	Q1
11	68391217	+	HO_185973	Q1
11	68402105	+	HO_185983	Q1
11	68435043	+	HO_185992	Q1
11	68450894	+	HO_185995	Q1
11	68453270	+	HO_185996	Q1
11	68454861	+	HO_185997	Q1
1	957237	+	HO_186	Q1
11	68517453	+	HO_186005	Q1
11	68519393	+	HO_186006	Q1
11	68585045	+	HO_186019	Q1
11	68610034	+	HO_186025	Q1
11	68621804	+	HO_186028	Q1
11	68628473	+	HO_186031	Q1
11	68629535	+	HO_186032	Q1
11	68777565	+	HO_186091	Q1
11	68779734	+	HO_186092	Q1
11	68781854	+	HO_186093	Q1
11	68815654	+	HO_186104	Q1
11	68829497	+	HO_186113	Q1
11	68832463	+	HO_186115	Q1
11	68838216	+	HO_186119	Q1
11	68844688	+	HO_186121	Q1
11	68895402	+	HO_186132	Q1
11	68935454	+	HO_186140	Q1
11	69047124	+	HO_186164	Q1
11	69191902	+	HO_186181	Q1
11	69287023	+	HO_186202	Q1
11	69313223	+	HO_186206	Q1
1	166808060	+	HO_18621	Q1
11	69345417	+	HO_186212	Q1
11	69355448	+	HO_186217	Q1
1	166809649	+	HO_18622	Q1
11	69406656	+	HO_186228	Q1
11	69450955	+	HO_186237	Q1
11	69452532	+	HO_186239	Q1
11	69457897	+	HO_186244	Q1
11	69464288	+	HO_186248	Q1
11	69465646	+	HO_186249	Q1
11	69520296	+	HO_186265	Q1
11	69583332	+	HO_186278	Q1
11	69588593	+	HO_186281	Q1
11	69590835	+	HO_186282	Q1
11	69628920	+	HO_186289	Q1
11	69635030	+	HO_186294	Q1
11	69679591	+	HO_186302	Q1
11	69686685	+	HO_186305	Q1
11	69700799	+	HO_186309	Q1
11_gl000202_random	22853	+	HO_186318	Q1
11	69791704	+	HO_186324	Q1
11	69832923	+	HO_186336	Q1
1	166889459	+	HO_18634	Q1
11	69923673	+	HO_186351	Q1
11	69925985	+	HO_186352	Q1
11	69963635	+	HO_186362	Q1
11	69966112	+	HO_186365	Q1
11	69968071	+	HO_186366	Q1
11	70050103	+	HO_186377	Q1
11	70097132	+	HO_186394	Q1
11	70142346	+	HO_186405	Q1
11	70146011	+	HO_186406	Q1
1	166945650	+	HO_18641	Q1
11	70243914	+	HO_186417	Q1
11	70245474	+	HO_186418	Q1
11	70270451	+	HO_186423	Q1
11	70311049	+	HO_186431	Q1
11	70332135	+	HO_186434	Q1
11	70431545	+	HO_186454	Q1
11	70531666	+	HO_186471	Q1
11	70578318	+	HO_186472	Q1
11	70592401	+	HO_186475	Q1
11	70623056	+	HO_186478	Q1
11	70633315	+	HO_186479	Q1
11	70649282	+	HO_186482	Q1
11	70667197	+	HO_186488	Q1
11	70669463	+	HO_186489	Q1
11	70702509	+	HO_186494	Q1
11	70792582	+	HO_186508	Q1
11	70865629	+	HO_186529	Q1
11	70877597	+	HO_186532	Q1
11	70879426	+	HO_186533	Q1
11	70961827	+	HO_186543	Q1
11	70963255	+	HO_186544	Q1
11	70964324	+	HO_186545	Q1
1	167054443	+	HO_18655	Q1
11	71158612	+	HO_186567	Q1
11	71189433	+	HO_186574	Q1
11	71231148	+	HO_186582	Q1
11	71277182	+	HO_186588	Q1
1	6095688	+	HO_1866	Q1
11	71349625	+	HO_186606	Q1
11	71351828	+	HO_186607	Q1
11	71497692	+	HO_186634	Q1
11	71542196	+	HO_186640	Q1
11	71640961	+	HO_186647	Q1
11	71935373	+	HO_186671	Q1
11	71936702	+	HO_186672	Q1
1	167191654	+	HO_18668	Q1
11	71951821	+	HO_186680	Q1
11	71953046	+	HO_186681	Q1
11	71954422	+	HO_186682	Q1
11	71956112	+	HO_186683	Q1
11	72047369	+	HO_186691	Q1
11	72069479	+	HO_186694	Q1
11	72212852	+	HO_186710	Q1
11	72214851	+	HO_186711	Q1
11	72228067	+	HO_186715	Q1
11	72311192	+	HO_186732	Q1
11	72334379	+	HO_186734	Q1
11	72337678	+	HO_186737	Q1
11	72347803	+	HO_186742	Q1
11	72351446	+	HO_186743	Q1
11	72352851	+	HO_186744	Q1
11	72354753	+	HO_186745	Q1
11	72384228	+	HO_186751	Q1
11	72421228	+	HO_186761	Q1
11	72457152	+	HO_186770	Q1
11	72466946	+	HO_186775	Q1
11	72491268	+	HO_186782	Q1
11	72493521	+	HO_186784	Q1
1	167326053	+	HO_18679	Q1
11	72524503	+	HO_186790	Q1
11	72526043	+	HO_186791	Q1
11	72534199	+	HO_186798	Q1
11	72854208	+	HO_186833	Q1
11	72942414	+	HO_186845	Q1
11	72945317	+	HO_186847	Q1
11	73018279	+	HO_186859	Q1
11	73021172	+	HO_186861	Q1
11	73053508	+	HO_186866	Q1
11	73054826	+	HO_186867	Q1
11	73057201	+	HO_186869	Q1
11	73074550	+	HO_186875	Q1
11	73086450	+	HO_186878	Q1
11	73088436	+	HO_186879	Q1
11	73100689	+	HO_186889	Q1
11	73104090	+	HO_186890	Q1
11	73282704	+	HO_186903	Q1
11	73307886	+	HO_186907	Q1
11	73374736	+	HO_186915	Q1
11	73470901	+	HO_186920	Q1
11	73472762	+	HO_186922	Q1
11	73607636	+	HO_186936	Q1
11	73608800	+	HO_186937	Q1
1	167487505	+	HO_18694	Q1
11	73646912	+	HO_186942	Q1
11	73648310	+	HO_186943	Q1
11	73673780	+	HO_186950	Q1
11	73692882	+	HO_186954	Q1
11	74022079	+	HO_186990	Q1
11	74078018	+	HO_186999	Q1
11	74110218	+	HO_187002	Q1
1	167598767	+	HO_18704	Q1
11	74395557	+	HO_187048	Q1
11	74441776	+	HO_187052	Q1
11	74460790	+	HO_187057	Q1
11	74950954	+	HO_187096	Q1
11	74953663	+	HO_187097	Q1
11	75017068	+	HO_187105	Q1
11	75042520	+	HO_187107	Q1
11	75062146	+	HO_187110	Q1
11	75063644	+	HO_187112	Q1
11	75120555	+	HO_187122	Q1
11	75121655	+	HO_187123	Q1
11	75140157	+	HO_187129	Q1
11	75142044	+	HO_187130	Q1
11	75235765	+	HO_187137	Q1
11	75237523	+	HO_187138	Q1
11	75238585	+	HO_187139	Q1
11	75242708	+	HO_187141	Q1
11	75273730	+	HO_187145	Q1
11	75294063	+	HO_187156	Q1
11	75295320	+	HO_187157	Q1
1	167691918	+	HO_18716	Q1
11	75378205	+	HO_187172	Q1
11	75478496	+	HO_187195	Q1
11	75525812	+	HO_187201	Q1
11	75589517	+	HO_187206	Q1
11	75782629	+	HO_187221	Q1
11	75861046	+	HO_187233	Q1
11	75876257	+	HO_187237	Q1
11	75918268	+	HO_187250	Q1
11	75921128	+	HO_187253	Q1
11	75922487	+	HO_187254	Q1
11	76029524	+	HO_187259	Q1
11	76032192	+	HO_187260	Q1
11	76091097	+	HO_187270	Q1
11	76092669	+	HO_187271	Q1
11	76368297	+	HO_187305	Q1
11	76380823	+	HO_187310	Q1
11	76382746	+	HO_187311	Q1
11	76403750	+	HO_187314	Q1
11	76424741	+	HO_187316	Q1
11	76449640	+	HO_187321	Q1
11	76463865	+	HO_187323	Q1
11	76493906	+	HO_187326	Q1
11	76532307	+	HO_187336	Q1
11	76572658	+	HO_187345	Q1
11	76644638	+	HO_187351	Q1
11	76645729	+	HO_187352	Q1
11	76749826	+	HO_187363	Q1
11	76750348	+	HO_187364	Q1
11	76752319	+	HO_187365	Q1
11	76778575	+	HO_187373	Q1
11	76808795	+	HO_187382	Q1
11	76810341	+	HO_187383	Q1
11	76811698	+	HO_187384	Q1
11	76816896	+	HO_187387	Q1
11	76823384	+	HO_187388	Q1
11	76850251	+	HO_187395	Q1
11	76857503	+	HO_187398	Q1
1	6124511	+	HO_1874	Q1
11	76900392	+	HO_187407	Q1
11	76912413	+	HO_187412	Q1
11	76915058	+	HO_187415	Q1
11	76915968	+	HO_187416	Q1
11	76923684	+	HO_187419	Q1
11	77043742	+	HO_187432	Q1
11	77185630	+	HO_187451	Q1
11	77200890	+	HO_187455	Q1
11	77201885	+	HO_187456	Q1
11	77221991	+	HO_187460	Q1
11	77521176	+	HO_187489	Q1
11	77532604	+	HO_187492	Q1
11	77597331	+	HO_187499	Q1
11	77793055	+	HO_187519	Q1
11	77898843	+	HO_187528	Q1
11	77905644	+	HO_187532	Q1
11	77906342	+	HO_187533	Q1
11	77908673	+	HO_187536	Q1
11	77909566	+	HO_187538	Q1
11	77928994	+	HO_187545	Q1
1	168106691	+	HO_18755	Q1
11	78127966	+	HO_187554	Q1
11	78129715	+	HO_187555	Q1
1	168116080	+	HO_18756	Q1
11	78613867	+	HO_187599	Q1
1	6126607	+	HO_1876	Q1
1	168149376	+	HO_18760	Q1
11	78807104	+	HO_187619	Q1
1	168176676	+	HO_18762	Q1
11	78901245	+	HO_187628	Q1
11	78903539	+	HO_187630	Q1
11	79151952	+	HO_187651	Q1
11	79152596	+	HO_187652	Q1
11	79674036	+	HO_187693	Q1
11	80039220	+	HO_187727	Q1
11	81893657	+	HO_187844	Q1
1	168379734	+	HO_18785	Q1
11	82442935	+	HO_187888	Q1
11	82445365	+	HO_187891	Q1
1	168445964	+	HO_18793	Q1
11	82844953	+	HO_187935	Q1
11	82880959	+	HO_187942	Q1
11	83028408	+	HO_187950	Q1
11	83145125	+	HO_187968	Q1
11	83158568	+	HO_187970	Q1
1	6131399	+	HO_1880	Q1
11	84179445	+	HO_188053	Q1
11	85195114	+	HO_188140	Q1
11	85779349	+	HO_188202	Q1
11	85820426	+	HO_188205	Q1
11	85821326	+	HO_188206	Q1
11	85822875	+	HO_188208	Q1
11	85933827	+	HO_188220	Q1
11	85957066	+	HO_188224	Q1
11	86266103	+	HO_188252	Q1
11	86443918	+	HO_188275	Q1
11	86512048	+	HO_188283	Q1
11	86512971	+	HO_188284	Q1
11	86589886	+	HO_188296	Q1
11	86591218	+	HO_188297	Q1
11	86666870	+	HO_188307	Q1
11	88343438	+	HO_188460	Q1
11	88889641	+	HO_188505	Q1
1	169074722	+	HO_18854	Q1
1	169076509	+	HO_18855	Q1
11	89594504	+	HO_188554	Q1
11	89716354	+	HO_188561	Q1
11	90796420	+	HO_188632	Q1
11	90797377	+	HO_188633	Q1
11	91890358	+	HO_188700	Q1
11	91891792	+	HO_188701	Q1
11	91957301	+	HO_188706	Q1
11	91958760	+	HO_188708	Q1
11	93275650	+	HO_188809	Q1
11	93277021	+	HO_188810	Q1
11	93383442	+	HO_188825	Q1
11	93584303	+	HO_188839	Q1
11	93602100	+	HO_188847	Q1
11	93679537	+	HO_188857	Q1
11	93680970	+	HO_188858	Q1
11	93862941	+	HO_188875	Q1
11	94134008	+	HO_188922	Q1
1	169455463	+	HO_18894	Q1
11	94278805	+	HO_188942	Q1
11	94500633	+	HO_188972	Q1
11	94566973	+	HO_188984	Q1
11	94577323	+	HO_188985	Q1
11	94753544	+	HO_188990	Q1
11	94760143	+	HO_188996	Q1
1	6147025	+	HO_1890	Q1
11	94963577	+	HO_189015	Q1
11	95050015	+	HO_189025	Q1
11	95053714	+	HO_189028	Q1
11	95054912	+	HO_189029	Q1
11	95055791	+	HO_189030	Q1
11	95215360	+	HO_189042	Q1
11	95216303	+	HO_189043	Q1
11	95736070	+	HO_189084	Q1
11	96623527	+	HO_189159	Q1
11	96831505	+	HO_189169	Q1
1	169657295	+	HO_18917	Q1
11	97861178	+	HO_189237	Q1
1	169852668	+	HO_18924	Q1
1	169879442	+	HO_18931	Q1
11	100999969	+	HO_189435	Q1
11	101992314	+	HO_189521	Q1
11	102324063	+	HO_189545	Q1
11	102601909	+	HO_189578	Q1
11	102626227	+	HO_189582	Q1
11	103073983	+	HO_189617	Q1
11	103137183	+	HO_189626	Q1
11	103280482	+	HO_189638	Q1
11	103281646	+	HO_189639	Q1
1	6167911	+	HO_1897	Q1
1	170361161	+	HO_18977	Q1
11	106188617	+	HO_189835	Q1
11	106318198	+	HO_189852	Q1
11	106888105	+	HO_189885	Q1
11	106889727	+	HO_189886	Q1
11	107462873	+	HO_189919	Q1
11	107530929	+	HO_189922	Q1
1	170600228	+	HO_18993	Q1
11	107728200	+	HO_189942	Q1
11	107749630	+	HO_189944	Q1
11	107782892	+	HO_189951	Q1
11	107783905	+	HO_189952	Q1
11	107798878	+	HO_189958	Q1
11	107799999	+	HO_189960	Q1
1	965752	+	HO_190	Q1
11	108368395	+	HO_190005	Q1
11	108370079	+	HO_190007	Q1
11	108887286	+	HO_190052	Q1
11	108992015	+	HO_190067	Q1
11	109292112	+	HO_190100	Q1
11	109362301	+	HO_190114	Q1
11	110167836	+	HO_190186	Q1
11	110581739	+	HO_190224	Q1
1	171034544	+	HO_19026	Q1
11	111168969	+	HO_190283	Q1
11	111170963	+	HO_190285	Q1
11	111249617	+	HO_190294	Q1
11	111410917	+	HO_190311	Q1
11	111474167	+	HO_190318	Q1
11	111692890	+	HO_190332	Q1
11	111784081	+	HO_190341	Q1
11	111798676	+	HO_190343	Q1
11	111808336	+	HO_190346	Q1
11	111820331	+	HO_190350	Q1
11	111847399	+	HO_190354	Q1
11	111848727	+	HO_190355	Q1
11	111856644	+	HO_190356	Q1
11	111884597	+	HO_190358	Q1
11	112237384	+	HO_190398	Q1
1	6185716	+	HO_1904	Q1
11	113143614	+	HO_190470	Q1
11	113344786	+	HO_190488	Q1
11	113425520	+	HO_190499	Q1
1	171218677	+	HO_19050	Q1
11	113599827	+	HO_190523	Q1
11	113930473	+	HO_190553	Q1
11	113930997	+	HO_190554	Q1
11	114128213	+	HO_190583	Q1
1	6188508	+	HO_1906	Q1
11	114682358	+	HO_190635	Q1
11	115018592	+	HO_190663	Q1
11	115372765	+	HO_190683	Q1
11	115374626	+	HO_190684	Q1
11	115375791	+	HO_190685	Q1
11	115631510	+	HO_190712	Q1
11	116018635	+	HO_190741	Q1
11	116310562	+	HO_190758	Q1
11	116348163	+	HO_190762	Q1
11	116428296	+	HO_190765	Q1
11	116460846	+	HO_190772	Q1
11	116475834	+	HO_190774	Q1
11	116566642	+	HO_190784	Q1
1	171526645	+	HO_19079	Q1
11	116660689	+	HO_190803	Q1
11	116771246	+	HO_190826	Q1
11	116967468	+	HO_190834	Q1
11	116968241	+	HO_190835	Q1
11	116970023	+	HO_190836	Q1
11	117102328	+	HO_190863	Q1
11	117104148	+	HO_190865	Q1
11	117105027	+	HO_190866	Q1
11	117170147	+	HO_190872	Q1
11	117185188	+	HO_190877	Q1
11	117185997	+	HO_190878	Q1
11	117187295	+	HO_190879	Q1
11	117310669	+	HO_190896	Q1
11	117353098	+	HO_190901	Q1
11	117684236	+	HO_190926	Q1
11	118023110	+	HO_190959	Q1
11	118024676	+	HO_190960	Q1
11	118186167	+	HO_190978	Q1
11	118190219	+	HO_190979	Q1
11	118201285	+	HO_190980	Q1
11	118203027	+	HO_190981	Q1
11	118305809	+	HO_190990	Q1
11	118306649	+	HO_190991	Q1
11	118308162	+	HO_190992	Q1
1	967785	+	HO_191	Q1
11	118402234	+	HO_191000	Q1
11	118436445	+	HO_191008	Q1
11	118477822	+	HO_191009	Q1
11	118479857	+	HO_191011	Q1
11	118480800	+	HO_191012	Q1
11	118482100	+	HO_191013	Q1
11	118505354	+	HO_191021	Q1
11	118661178	+	HO_191045	Q1
11	118663273	+	HO_191046	Q1
1	171810065	+	HO_19105	Q1
1	171811441	+	HO_19106	Q1
11	118770973	+	HO_191060	Q1
11	118782443	+	HO_191069	Q1
11	118789544	+	HO_191073	Q1
11	118795472	+	HO_191077	Q1
11	118927016	+	HO_191106	Q1
11	118977217	+	HO_191119	Q1
11	118979260	+	HO_191121	Q1
11	118983772	+	HO_191123	Q1
11	119019070	+	HO_191127	Q1
11	119020920	+	HO_191128	Q1
11	119076461	+	HO_191138	Q1
11	119078014	+	HO_191140	Q1
11	119186891	+	HO_191151	Q1
11	119189830	+	HO_191152	Q1
11	119209830	+	HO_191158	Q1
11	119212370	+	HO_191159	Q1
11	119228197	+	HO_191166	Q1
11	119233459	+	HO_191169	Q1
11	119235790	+	HO_191171	Q1
11	119360658	+	HO_191193	Q1
11	119377987	+	HO_191197	Q1
11	119379308	+	HO_191198	Q1
11	119380272	+	HO_191199	Q1
11	119500235	+	HO_191224	Q1
11	119536191	+	HO_191235	Q1
11	119597638	+	HO_191246	Q1
11	119601029	+	HO_191248	Q1
11	119612729	+	HO_191250	Q1
11	119615205	+	HO_191252	Q1
11	120039445	+	HO_191286	Q1
11	120080722	+	HO_191296	Q1
11	120082455	+	HO_191298	Q1
11	120083685	+	HO_191299	Q1
1	6234452	+	HO_1913	Q1
11	120110137	+	HO_191304	Q1
11	120111377	+	HO_191305	Q1
11	120120637	+	HO_191307	Q1
11	120208060	+	HO_191313	Q1
11	120371383	+	HO_191320	Q1
11	120381581	+	HO_191324	Q1
11	120383008	+	HO_191325	Q1
11	120383916	+	HO_191326	Q1
11	120406361	+	HO_191332	Q1
11	120421646	+	HO_191335	Q1
11	120436391	+	HO_191340	Q1
11	120478616	+	HO_191347	Q1
11	120654133	+	HO_191356	Q1
11	120664823	+	HO_191359	Q1
11	120765942	+	HO_191363	Q1
11	120895550	+	HO_191381	Q1
11	120979097	+	HO_191387	Q1
11	121031649	+	HO_191396	Q1
11	121143130	+	HO_191409	Q1
11	121223821	+	HO_191419	Q1
11	121351882	+	HO_191428	Q1
11	121468753	+	HO_191438	Q1
11	121513065	+	HO_191443	Q1
11	121838080	+	HO_191480	Q1
11	121978268	+	HO_191498	Q1
1	6238505	+	HO_1915	Q1
11	122526062	+	HO_191567	Q1
11	122527706	+	HO_191568	Q1
11	122564402	+	HO_191570	Q1
1	6241418	+	HO_1916	Q1
11	123011192	+	HO_191626	Q1
11	123065278	+	HO_191632	Q1
11	123066324	+	HO_191633	Q1
11	123159030	+	HO_191644	Q1
11	123187985	+	HO_191649	Q1
11	123233714	+	HO_191654	Q1
11	123300696	+	HO_191660	Q1
11	123476186	+	HO_191689	Q1
11	123489131	+	HO_191691	Q1
11	123722339	+	HO_191716	Q1
11	124272993	+	HO_191754	Q1
11	124574963	+	HO_191779	Q1
11	124615058	+	HO_191787	Q1
11	124631306	+	HO_191794	Q1
11	124633009	+	HO_191796	Q1
11	124669302	+	HO_191799	Q1
1	6261640	+	HO_1918	Q1
11	124710122	+	HO_191807	Q1
11	124745319	+	HO_191817	Q1
11	124747074	+	HO_191818	Q1
1	172541564	+	HO_19185	Q1
11	125033889	+	HO_191856	Q1
11	125034792	+	HO_191857	Q1
11	125035896	+	HO_191858	Q1
11	125036758	+	HO_191859	Q1
11	125037671	+	HO_191860	Q1
11	125077424	+	HO_191861	Q1
11	125088577	+	HO_191863	Q1
11	125139947	+	HO_191865	Q1
11	125365010	+	HO_191876	Q1
11	125439956	+	HO_191881	Q1
11	125463288	+	HO_191883	Q1
11	125732547	+	HO_191915	Q1
11	125734580	+	HO_191916	Q1
11	125931924	+	HO_191935	Q1
11	125988397	+	HO_191943	Q1
11	125991481	+	HO_191944	Q1
11	126149914	+	HO_191958	Q1
11	126224949	+	HO_191974	Q1
11	126226634	+	HO_191975	Q1
11	126285509	+	HO_191983	Q1
11	126342480	+	HO_191996	Q1
1	971348	+	HO_192	Q1
1	6265332	+	HO_1920	Q1
1	172694150	+	HO_19202	Q1
11	126966519	+	HO_192044	Q1
11	128035812	+	HO_192127	Q1
11	128527666	+	HO_192170	Q1
11	128565460	+	HO_192174	Q1
11	128693182	+	HO_192184	Q1
11	128694921	+	HO_192185	Q1
11	128695493	+	HO_192186	Q1
11	128800868	+	HO_192192	Q1
1	6267556	+	HO_1922	Q1
11	128998806	+	HO_192206	Q1
11	129150007	+	HO_192230	Q1
